dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.6334736479970191	-0.6840522250862267	1.124230757177291	-4.305392952184123	1.0986122886681098	4.95002107322862e-05	Golgi vesicle transport	1. Golgi vesicle transport	['GO:0048193', 'GO:0006888']	GO:0048193	0
2	-0.20660641619401485	0.22275651962718548	1.379616254423251	-4.066922915989083	1.0986122886681098	8.57189976516036e-05	establishment or maintenance of cell polarity	2. establishment or maintenance of cell polarity	['GO:0007163', 'GO:0030010']	GO:0007163	0
3	-0.7235866865930709	0.3716679691012292	1.7739385440678614	-3.766281665646066	0.6931471805599453	0.000171284606526115	response to manganese ion	3. response to manganese ion	['GO:0010042']	GO:0010042	0
4	0.5111214636744256	1.2866559616220483	1.5950342866217788	-3.619619646876443	1.3862943611198906	0.000240093472617521	collagen fibril organization	4. collagen fibril organization	['GO:0030199', 'GO:0030198', 'GO:0043062']	GO:0030199	0
5	1.0095606825200794	-1.0235850021521555	1.450842950992115	-3.502912323981641	1.3862943611198906	0.000314114276846157	positive regulation of cell projection organization	5. positive regulation of cell projection organization	['GO:0031346', 'GO:0120034', 'GO:0050772']	GO:0031346	0
6	-1.189110224272852	-0.9003787291700234	1.463182631488114	-3.454137283661433	1.0986122886681098	0.000351449327265105	cell growth	6. cell growth	['GO:0016049', 'GO:0048588']	GO:0016049	0
7	-1.125740298189312	0.04138706117233661	1.7865216405413538	-3.4129323078088816	1.0986122886681098	0.000386427203620889	pyramidal neuron development	7. pyramidal neuron development	['GO:0021860', 'GO:0021884']	GO:0021860	0
8	0.48983493037574793	1.3809449449067501	0.8636974338990879	-3.332530896753704	0.6931471805599453	0.00046501729254147	external encapsulating structure organization	8. external encapsulating structure organization	['GO:0045229']	GO:0045229	0
9	0.5729658416616229	-0.9127796439429848	1.3869408578280544	-3.264153205661739	1.3862943611198906	0.000544310603023006	regulation of cell growth	9. regulation of cell growth	['GO:0001558', 'GO:0061387', 'GO:0030516']	GO:0001558	0
10	-1.1084274580289308	0.91189064892579	1.3073888256642925	-3.194297398766876	1.0986122886681098	0.000639296904006305	cellular response to abiotic stimulus	10. cellular response to abiotic stimulus	['GO:0071214', 'GO:0104004']	GO:0071214	0
