dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	0.015029710903589495	-1.4049242271961613	1.7125099159368908	-3.58551198110977	0.6931471805599453	0.000259709609296096	O-glycan processing	1. O-glycan processing	['GO:0016266']	GO:0016266	0
2	-0.11549339607716777	-1.030932073562143	1.3775142078806168	-3.0261756672786917	1.0986122886681098	0.000941508689717768	protein prenylation	2. protein prenylation	['GO:0018342', 'GO:0097354']	GO:0018342	0
3	-0.450295264599581	-0.8134193112042067	1.31783293833929	-2.884107183278588	0.6931471805599453	0.0013058485667357	glycoprotein metabolic process	3. glycoprotein metabolic process	['GO:0009100']	GO:0009100	0
4	1.2199104190564898	-0.042288213475088036	0.9840081762304119	-2.8337109336656257	0.6931471805599453	0.00146652363406109	protein targeting	4. protein targeting	['GO:0006605']	GO:0006605	0
5	-0.9203441274402222	0.7427932396799592	1.7125099159368908	-2.7911833909967507	1.3862943611198906	0.00161739690976756	negative regulation of bone mineralization	5. negative regulation of bone mineralization	['GO:0030502', 'GO:0070168', 'GO:0030279']	GO:0030502	0
6	-1.422266851009841	-0.06322709010130996	1.7112335741005675	-2.725532411352541	1.791759469228055	0.00188134129667147	positive regulation of macrophage chemotaxis	6. positive regulation of macrophage chemotaxis	['GO:0010759', 'GO:1905523', 'GO:0010758', 'GO:1905521', 'GO:0071622']	GO:0010759	0
7	-0.16944693174738437	-0.47278345750102896	1.3044318040785905	-2.725532411352541	1.0986122886681098	0.00188134129667147	cAMP metabolic process	7. cAMP metabolic process	['GO:0046058', 'GO:0009187']	GO:0046058	0
8	-1.445504010031122	-0.007539547146419823	1.5450163694727774	-2.672610570557715	1.6094379124341003	0.00212514921734393	positive regulation of leukocyte chemotaxis	8. positive regulation of leukocyte chemotaxis	['GO:0002690', 'GO:0002688', 'GO:0050921', 'GO:0002687']	GO:0002690	0
9	0.18683550329687962	-1.5355576364339862	1.272378762696886	-2.6280574705873834	1.0986122886681098	0.0023547376586821	protein O-linked glycosylation	9. protein O-linked glycosylation	['GO:0006493', 'GO:0006486']	GO:0006493	0
10	0.6964308452846529	1.1981368150845384	1.5727968265392582	-2.606998752945543	0.6931471805599453	0.00247173124245615	lung development	10. lung development	['GO:0030324']	GO:0030324	0
11	0.8064903281233162	1.038293041112573	1.7311390661542914	-2.568716213701792	0.6931471805599453	0.00269950282503924	respiratory tube development	11. respiratory tube development	['GO:0030323']	GO:0030323	0
12	-1.1404559441684758	0.19990119671788695	1.5545027090474663	-2.484504359201473	0.6931471805599453	0.00327714487376673	positive regulation of macroautophagy	12. positive regulation of macroautophagy	['GO:0016239']	GO:0016239	0
13	-0.7144442495751119	0.0728943531824475	1.7135263730054693	-2.4580507664491344	0.6931471805599453	0.00348296598849659	regulation of protein neddylation	13. regulation of protein neddylation	['GO:2000434']	GO:2000434	0
14	1.2237124342116787	0.11800291386732774	1.5832740963017107	-2.4466154437451313	1.791759469228055	0.00357589333885952	metaphase plate congression	14. metaphase plate congression	['GO:0051310', 'GO:0051303', 'GO:0051656', 'GO:0051640', 'GO:0050000']	GO:0051310	0
15	0.5165638345513203	1.1101926502454205	1.6643718606185083	-2.425366530684161	0.6931471805599453	0.00375520343325881	respiratory system development	15. respiratory system development	['GO:0060541']	GO:0060541	0
16	0.7769714677437211	-0.5432800802781629	1.717914147104258	-2.331313943392686	1.0986122886681098	0.00466322162838105	vascular endothelial growth factor production	16. vascular endothelial growth factor production	['GO:0010573', 'GO:0071604']	GO:0010573	0
17	0.30744736941108153	-1.4438931270989193	1.0278705539946178	-2.2254659988089087	1.0986122886681098	0.00595023339691004	macromolecule glycosylation	17. macromolecule glycosylation	['GO:0043413', 'GO:0070085']	GO:0043413	0
18	0.03353145452287213	0.22007521385427722	1.7442758770196265	-2.221680102224541	1.9459101490553132	0.00600233040226961	macrophage chemotaxis	18. macrophage chemotaxis	['GO:0048246', 'GO:0071621', 'GO:0030595', 'GO:0097529', 'GO:0097530', 'GO:0060326']	GO:0048246	0
19	-0.7781528979875132	0.8181298672578255	1.6398279648528709	-2.221680102224541	0.6931471805599453	0.00600233040226961	regulation of transforming growth factor beta production	19. regulation of transforming growth factor beta production	['GO:0071634']	GO:0071634	0
20	0.30408889959491237	-0.9768188973464735	1.4116318661400928	-2.1882090022691054	0.6931471805599453	0.00648322356238877	protein neddylation	20. protein neddylation	['GO:0045116']	GO:0045116	0
21	0.3275100200891074	1.2515565095226502	1.7426794000043797	-2.1560758498874293	0.6931471805599453	0.00698110467863619	lung epithelium development	21. lung epithelium development	['GO:0060428']	GO:0060428	0
22	0.7886082089179176	-0.24288714713325368	1.5034098028513898	-2.060563793587534	0.6931471805599453	0.00869833653672963	anatomical structure homeostasis	22. anatomical structure homeostasis	['GO:0060249']	GO:0060249	0
23	-0.7171702154694688	0.46614682238673966	1.5235409572723104	-2.0579536865490238	0.6931471805599453	0.00875077089051746	negative regulation of epithelial cell proliferation	23. negative regulation of epithelial cell proliferation	['GO:0050680']	GO:0050680	0
24	0.47901462747832946	0.20604517903421601	1.478245235553944	-2.0372804508805578	0.6931471805599453	0.00917739763608978	epithelial cell proliferation	24. epithelial cell proliferation	['GO:0050673']	GO:0050673	0
25	0.1914287649200205	1.1353830065312926	1.5518558553428201	-2.019464242807706	0.6931471805599453	0.00956171417175387	erythrocyte differentiation	25. erythrocyte differentiation	['GO:0030218']	GO:0030218	0
