dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.5631949730290609	-0.3094841279788455	1.3126272303711344	-4.808681862563323	0.6931471805599453	1.55352460985661e-05	protein polyubiquitination	1. protein polyubiquitination	['GO:0000209']	GO:0000209	0
2	-1.0930073986799154	0.6028923930696356	1.4402332987037278	-4.515260820162171	1.3862943611198906	3.05308699870935e-05	regulation of stress-activated MAPK cascade	2. regulation of stress-activated MAPK cascade	['GO:0032872', 'GO:0070302', 'GO:0046328']	GO:0032872	0
3	0.2956096967080334	-0.22466874345878307	1.5113707777993028	-3.9472322905599624	1.3862943611198906	0.000112919178368938	stress-activated MAPK cascade	3. stress-activated MAPK cascade	['GO:0051403', 'GO:0031098', 'GO:0007254']	GO:0051403	0
4	0.09827281818018178	-0.18433031964782326	1.367901785066849	-3.7778337179013066	0.6931471805599453	0.00016678856881874	signal transduction in response to DNA damage	4. signal transduction in response to DNA damage	['GO:0042770']	GO:0042770	0
5	0.6313128761653464	0.9271130376105443	1.4213237652463504	-3.636122716924731	1.0986122886681098	0.000231141157119573	positive regulation of DNA-binding transcription factor activity	5. positive regulation of DNA-binding transcription factor activity	['GO:0051091', 'GO:0051090']	GO:0051091	0
6	-1.434316065847265	0.0036717477778771624	1.5272413982946185	-3.4973705307266116	1.3862943611198906	0.00031814819913538	regulation of blood coagulation	6. regulation of blood coagulation	['GO:0030193', 'GO:1900046', 'GO:0050818']	GO:0030193	0
7	-1.0581281423480795	0.748631252804753	1.4987940707388752	-3.4830734968863335	1.3862943611198906	0.000328795983091093	positive regulation of stress-activated MAPK cascade	7. positive regulation of stress-activated MAPK cascade	['GO:0032874', 'GO:0070304', 'GO:0046330']	GO:0032874	0
8	-0.025458241556310005	0.3665905941930688	1.675935741167732	-3.398890994369887	0.6931471805599453	0.000399125068083354	positive regulation of cell-substrate junction organization	8. positive regulation of cell-substrate junction organization	['GO:0150117']	GO:0150117	0
9	0.06303686048155599	0.01670062659563166	1.4115328283028135	-3.361997332889786	0.6931471805599453	0.000434512892614906	Rho protein signal transduction	9. Rho protein signal transduction	['GO:0007266']	GO:0007266	0
10	-0.045976826733361176	-1.645462882052114	1.495649699655746	-3.35554455764406	0.6931471805599453	0.000441017113429175	in utero embryonic development	10. in utero embryonic development	['GO:0001701']	GO:0001701	0
11	0.7877616811656267	0.7837943323262828	1.5756166546100012	-3.195702866111409	1.0986122886681098	0.000637231350235019	positive regulation of protein binding	11. positive regulation of protein binding	['GO:0032092', 'GO:0051099']	GO:0032092	0
