Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0006936	GO:0003012	muscle system process	2.974e-04	0.000e+00	4.184e+00	6.546e-05
GO:0006936	GO:0006936	muscle contraction	4.254e-04	0.000e+00	4.265e+00	5.436e-05
GO:0051592	GO:0051592	response to calcium ion	4.555e-04	0.000e+00	4.540e+00	2.884e-05
GO:0006997	GO:0006997	nucleus organization	8.072e-04	0.000e+00	4.398e+00	4.003e-05
GO:0061337	GO:0061337	cardiac conduction	1.057e-03	0.000e+00	5.066e+00	8.599e-06
GO:0061337	GO:0008016	regulation of heart contraction	2.057e-03	0.000e+00	4.262e+00	5.473e-05
GO:1904019	GO:1904019	epithelial cell apoptotic process	1.129e-03	0.000e+00	5.071e+00	8.498e-06
GO:0060047	GO:0060047	heart contraction	1.528e-03	0.000e+00	5.116e+00	7.662e-06
GO:0060047	GO:0003015	heart process	3.428e-03	0.000e+00	5.010e+00	9.778e-06
GO:1904035	GO:1904035	regulation of epithelial cell apoptotic process	1.874e-03	0.000e+00	4.802e+00	1.577e-05
GO:1904035	GO:1904036	negative regulation of epithelial cell apoptotic process	8.755e-03	0.000e+00	5.024e+00	9.462e-06
GO:0062149	GO:0062149	detection of stimulus involved in sensory perception of pain	2.329e-03	0.000e+00	5.378e+00	4.189e-06
GO:0045807	GO:0045807	positive regulation of endocytosis	2.348e-03	0.000e+00	4.499e+00	3.166e-05
GO:0045807	GO:0030100	regulation of endocytosis	7.079e-03	0.000e+00	4.115e+00	7.677e-05
GO:0010881	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	3.231e-03	0.000e+00	5.833e+00	1.468e-06
GO:0010881	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	7.287e-03	0.000e+00	5.538e+00	2.895e-06
GO:1901879	GO:1901879	regulation of protein depolymerization	3.384e-03	0.000e+00	3.673e+00	2.123e-04
GO:1901879	GO:0030834	regulation of actin filament depolymerization	8.755e-03	0.000e+00	3.693e+00	2.028e-04
GO:1901879	GO:0043244	regulation of protein-containing complex disassembly	7.186e-03	0.000e+00	2.855e+00	1.397e-03
GO:0031109	GO:0031109	microtubule polymerization or depolymerization	3.532e-03	0.000e+00	4.383e+00	4.142e-05
GO:0070507	GO:0070507	regulation of microtubule cytoskeleton organization	3.694e-03	0.000e+00	3.988e+00	1.027e-04
GO:0070507	GO:0051693	actin filament capping	7.492e-03	0.000e+00	3.702e+00	1.984e-04
GO:0043502	GO:0043502	regulation of muscle adaptation	3.824e-03	0.000e+00	4.993e+00	1.016e-05
GO:0043502	GO:0090257	regulation of muscle system process	3.694e-03	0.000e+00	4.069e+00	8.535e-05
GO:0043502	GO:1903522	regulation of blood circulation	3.958e-03	0.000e+00	4.037e+00	9.184e-05
GO:0043502	GO:0044057	regulation of system process	3.421e-03	0.000e+00	3.702e+00	1.985e-04
GO:0090311	GO:0090311	regulation of protein deacetylation	3.824e-03	0.000e+00	5.037e+00	9.183e-06
GO:0031468	GO:0071763	nuclear membrane organization	4.128e-03	0.000e+00	4.696e+00	2.015e-05
GO:0031468	GO:0031468	nuclear membrane reassembly	5.158e-03	0.000e+00	5.197e+00	6.352e-06
GO:0055074	GO:0055074	calcium ion homeostasis	5.268e-03	0.000e+00	3.784e+00	1.644e-04
GO:0098659	GO:0098659	inorganic cation import across plasma membrane	5.423e-03	0.000e+00	4.559e+00	2.762e-05
GO:0098659	GO:0099587	inorganic ion import across plasma membrane	5.423e-03	0.000e+00	4.528e+00	2.966e-05
GO:0008015	GO:0008015	blood circulation	6.236e-03	0.000e+00	4.940e+00	1.148e-05
GO:0050000	GO:0050000	chromosome localization	6.339e-03	0.000e+00	4.527e+00	2.975e-05
GO:0014808	GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	7.287e-03	0.000e+00	5.941e+00	1.145e-06
GO:0014808	GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	7.287e-03	0.000e+00	5.820e+00	1.515e-06
GO:0014808	GO:0097553	calcium ion transmembrane import into cytosol	5.281e-03	0.000e+00	4.219e+00	6.043e-05
GO:0060216	GO:0060216	definitive hemopoiesis	7.287e-03	0.000e+00	5.209e+00	6.177e-06
GO:1902254	GO:1901797	negative regulation of signal transduction by p53 class mediator	6.249e-03	0.000e+00	5.124e+00	7.521e-06
GO:1902254	GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	7.287e-03	0.000e+00	5.470e+00	3.389e-06
GO:0051261	GO:0051261	protein depolymerization	7.555e-03	0.000e+00	4.298e+00	5.038e-05
GO:0035725	GO:0035725	sodium ion transmembrane transport	7.740e-03	0.000e+00	3.173e+00	6.721e-04
GO:0032410	GO:0032410	negative regulation of transporter activity	7.906e-03	0.000e+00	4.597e+00	2.527e-05
GO:0032410	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	4.344e-03	0.000e+00	5.234e+00	5.841e-06
GO:0032410	GO:0051279	regulation of release of sequestered calcium ion into cytosol	3.576e-03	0.000e+00	4.755e+00	1.756e-05
GO:0032410	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	5.690e-03	0.000e+00	5.374e+00	4.222e-06
GO:0006244	GO:0006244	pyrimidine nucleotide catabolic process	9.154e-03	0.000e+00	3.805e+00	1.567e-04
GO:0007519	GO:0007519	skeletal muscle tissue development	9.787e-03	0.000e+00	4.885e+00	1.302e-05
