dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.1902268045095203	-1.459459662756446	1.061745829264701	-19.808489778021144	1.0986122886681098	1.55421187178882e-20	chromosome segregation	1. chromosome segregation	['GO:0007059', 'GO:0098813']	GO:0007059	0
2	-0.649240616644417	-1.4404956825723316	1.4404407277943374	-17.932656194884725	1.0986122886681098	1.16773367656172e-18	nuclear division	2. nuclear division	['GO:0000280', 'GO:0140014']	GO:0000280	0
3	0.8953657414083629	-1.634604172838221	1.57631882406106	-16.122128634696196	1.0986122886681098	7.54868608255023e-17	mitotic sister chromatid segregation	3. mitotic sister chromatid segregation	['GO:0000070', 'GO:0000819']	GO:0000070	0
4	1.1268294423398055	-1.390539503931886	1.4130955456318879	-15.112695868272437	1.0986122886681098	7.71443513495897e-16	mitotic cell cycle phase transition	4. mitotic cell cycle phase transition	['GO:0044772', 'GO:0007093']	GO:0044772	0
5	0.7931480928577426	-1.356266390132451	1.4284564966027316	-11.26482334784124	0.6931471805599453	5.43471347111844e-12	attachment of spindle microtubules to kinetochore	5. attachment of spindle microtubules to kinetochore	['GO:0008608']	GO:0008608	0
6	0.15038262462711033	1.6512139210639991	1.3080654664814149	-11.193364171705445	1.6094379124341003	6.40672124421558e-12	cell cycle checkpoint signaling	6. cell cycle checkpoint signaling	['GO:0000075', 'GO:1901988', 'GO:1901987', 'GO:1901976']	GO:0000075	0
7	-0.010415569450849954	1.6687787488771608	1.2747859011520375	-10.265287033239929	1.0986122886681098	5.42891405943571e-11	negative regulation of cell cycle process	7. negative regulation of cell cycle process	['GO:0010948', 'GO:0045786']	GO:0010948	0
8	-0.2993046075354693	1.5785981371680111	1.409012901293855	-9.575242963460155	1.3862943611198906	2.65923694931413e-10	regulation of mitotic nuclear division	8. regulation of mitotic nuclear division	['GO:0051783', 'GO:0007088', 'GO:0045839']	GO:0007088	0
9	-0.0976122522818208	1.6815092782076235	1.3500268889231477	-9.245733368991326	1.0986122886681098	5.6789315105833e-10	negative regulation of mitotic cell cycle	9. negative regulation of mitotic cell cycle	['GO:0045930', 'GO:1901991']	GO:0045930	0
10	-0.1755218321260419	1.6841144702736994	1.3095347995794224	-8.97951770018276	1.0986122886681098	1.0482920683333e-09	regulation of mitotic cell cycle phase transition	10. regulation of mitotic cell cycle phase transition	['GO:1901990', 'GO:0030071']	GO:1901990	0
11	-0.11723604647780789	1.4233476673522967	1.3672877507932963	-8.921737695159297	1.0986122886681098	1.1974635560391e-09	regulation of chromosome segregation	11. regulation of chromosome segregation	['GO:0051983', 'GO:1905818']	GO:0051983	0
12	-0.3862956676029673	1.3111353001436163	1.3969642642587699	-8.661936175538118	1.0986122886681098	2.17802983483105e-09	positive regulation of cell cycle process	12. positive regulation of cell cycle process	['GO:0090068', 'GO:0045787']	GO:0090068	0
