dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.19805331558829498	-0.9514703369798339	1.124230757177291	-10.340321772849299	1.3862943611198906	4.5674965412159e-11	Golgi vesicle transport	1. Golgi vesicle transport	['GO:0048193', 'GO:0006888', 'GO:0006890']	GO:0048193	0
2	-1.389918700208956	0.12191890858937655	1.5155699221216614	-9.110322204657313	1.3862943611198906	7.75671429645227e-10	vesicle budding from membrane	2. vesicle budding from membrane	['GO:0006900', 'GO:0090114', 'GO:0016050']	GO:0006900	0
3	-1.1436945384654735	-0.1427736923762275	1.3995936040053685	-6.7975024870834435	0.6931471805599453	1.5940337520991e-07	Golgi organization	3. Golgi organization	['GO:0007030']	GO:0007030	0
4	0.7784077579063882	1.1581984716511873	0.47019678608609816	-6.635756748429256	0.6931471805599453	2.31336015760642e-07	viral process	4. viral process	['GO:0016032']	GO:0016032	0
5	0.6083606250725355	-0.6658133168242492	1.3961584496825372	-6.022638019197195	1.0986122886681098	9.49209291652419e-07	glycoprotein biosynthetic process	5. glycoprotein biosynthetic process	['GO:0009101', 'GO:0009100']	GO:0009101	0
6	-1.3739576770977373	0.21120963664582526	1.517239447657944	-5.982663209079765	1.0986122886681098	1.04072692603767e-06	vesicle coating	6. vesicle coating	['GO:0006901', 'GO:0048208']	GO:0006901	0
7	-0.33582027891805055	-0.6671794071868428	1.6454897441824703	-5.446203036622735	1.0986122886681098	3.57929062886845e-06	vesicle cargo loading	7. vesicle cargo loading	['GO:0035459', 'GO:0090110']	GO:0035459	0
8	0.8368946422035359	-0.6436992098851602	1.0278839041927825	-5.444116322189464	1.6094379124341003	3.59652992170963e-06	protein glycosylation	8. protein glycosylation	['GO:0006486', 'GO:0043413', 'GO:0070085', 'GO:0006493']	GO:0006486	0
9	1.2481388351305982	-0.16154677305307077	1.2545798432639943	-5.397708905316722	1.3862943611198906	4.00212910699965e-06	positive regulation of amide metabolic process	9. positive regulation of amide metabolic process	['GO:0034250', 'GO:0045727', 'GO:0006417']	GO:0034250	0
10	0.12308548023950787	-1.2965117602651537	1.7045359193565537	-4.730863501590159	0.6931471805599453	1.85838845332288e-05	Golgi localization	10. Golgi localization	['GO:0051645']	GO:0051645	0
11	0.58482786551517	1.1588769051889738	1.2767638633131835	-4.703988185468	0.6931471805599453	1.97702342225682e-05	viral protein processing	11. viral protein processing	['GO:0019082']	GO:0019082	0
12	0.2873807818526096	1.0278602471844642	2.031918384965305	-4.703243256024473	0.6931471805599453	1.9804174482294e-05	viral gene expression	12. viral gene expression	['GO:0019080']	GO:0019080	0
13	-0.6215288929944105	1.1056711950274922	1.6727989569191766	-4.514431380967909	1.0986122886681098	3.0589235217965e-05	vesicle targeting, to, from or within Golgi	13. vesicle targeting, to, from or within Golgi	['GO:0048199', 'GO:0006903']	GO:0048199	0
14	-0.6964128073398739	-0.9326731757830119	1.0875435562887459	-4.284532474635575	1.0986122886681098	5.19358836680258e-05	establishment of protein localization to organelle	14. establishment of protein localization to organelle	['GO:0072594', 'GO:0070972']	GO:0072594	0
15	-0.6883318537209523	1.0717024256594627	2.1369796601105353	-4.159918496878829	0.6931471805599453	6.91960817548562e-05	vesicle targeting, rough ER to cis-Golgi	15. vesicle targeting, rough ER to cis-Golgi	['GO:0048207']	GO:0048207	0
16	-1.0395983403975886	0.11903480500253734	0.9060498466270793	-4.159014514630871	0.6931471805599453	6.93402631300234e-05	ribonucleoprotein complex biogenesis	16. ribonucleoprotein complex biogenesis	['GO:0022613']	GO:0022613	0
17	0.8473277144452471	0.9601723259918187	1.2845964785657944	-4.074306590433639	0.6931471805599453	8.42739615213276e-05	viral life cycle	17. viral life cycle	['GO:0019058']	GO:0019058	0
18	1.1676339292765192	-0.48927590144676153	1.6085718853681243	-3.942022971443784	1.0986122886681098	0.000114281788532011	regulation of translational initiation by eIF2 alpha phosphorylation	18. regulation of translational initiation by eIF2 alpha phosphorylation	['GO:0010998', 'GO:0043558']	GO:0010998	0
19	-0.08184592246542222	-0.07937609996254184	0.9177711841258247	-3.832749747803167	0.6931471805599453	0.000146977295650979	translational initiation	19. translational initiation	['GO:0006413']	GO:0006413	0
20	0.9069454714456414	0.00625164429095923	0.8641073274940141	-3.771468209514654	0.6931471805599453	0.000169251213229392	regulation of cell morphogenesis	20. regulation of cell morphogenesis	['GO:0022604']	GO:0022604	0
21	0.33686053876747074	0.3327783822892913	1.7739385440678614	-3.589168122420563	0.6931471805599453	0.000257532401441687	luteinization	21. luteinization	['GO:0001553']	GO:0001553	0
22	-0.052941367579312414	0.6678892162577043	0.8709486823669642	-3.5090914164679106	1.791759469228055	0.000309676737904581	viral entry into host cell	22. viral entry into host cell	['GO:0046718', 'GO:0044000', 'GO:0051701', 'GO:0044403', 'GO:0044409']	GO:0046718	0
23	-0.4419267383617808	0.06480959040879235	0.846767094700699	-3.279925315256531	0.6931471805599453	0.000524897718087525	protein folding	23. protein folding	['GO:0006457']	GO:0006457	0
24	0.28349397308234586	-0.336520066185118	0.7407068163811804	-3.258424708461244	1.3862943611198906	0.000551537811542944	rRNA processing	24. rRNA processing	['GO:0016072', 'GO:0006364', 'GO:0034470']	GO:0006364	0
25	0.01744203415937984	-1.339152642181029	1.337641714335104	-3.2507737416892044	1.0986122886681098	0.00056134034640641	establishment of organelle localization	25. establishment of organelle localization	['GO:0051656', 'GO:0051648']	GO:0051656	0
26	-0.3539670922008771	0.5291569589435364	1.463641848496145	-3.2408762237878204	0.6931471805599453	0.000574280111738883	response to unfolded protein	26. response to unfolded protein	['GO:0006986']	GO:0006986	0
27	0.9932783442860514	0.19891775039718648	1.5938862934326175	-3.23663456695873	0.6931471805599453	0.000579916456481136	negative regulation of defense response to virus	27. negative regulation of defense response to virus	['GO:0050687']	GO:0050687	0
28	-0.6020804680442708	-1.0284560813996078	0.9840081762304119	-3.1693673148855104	0.6931471805599453	0.000677068618492874	protein targeting	28. protein targeting	['GO:0006605']	GO:0006605	0
