dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.38519183103750804	-0.37154573203450314	1.7338178360517997	-2.655964214877067	0.6931471805599453	0.00220818667633038	hepatocyte growth factor receptor signaling pathway	1. hepatocyte growth factor receptor signaling pathway	['GO:0048012']	GO:0048012	0
2	1.3106045310800638	0.19135132346729228	1.427318456480379	-2.596844741758799	0.6931471805599453	0.00253020237026697	post-translational protein modification	2. post-translational protein modification	['GO:0043687']	GO:0043687	0
3	1.2686576722716556	0.43433813897238205	1.3765573176390022	-2.5850749855179935	1.3862943611198906	0.00259971065697692	protein O-linked mannosylation	3. protein O-linked mannosylation	['GO:0035269', 'GO:0035268', 'GO:0097502']	GO:0035269	0
4	1.1146938499056311	-0.6645422342794198	1.6881976555416298	-2.4593010910086757	0.6931471805599453	0.00347295302410166	skeletal muscle contraction	4. skeletal muscle contraction	['GO:0003009']	GO:0003009	0
5	-0.20961023103924992	-1.1958264440064494	1.6805103501839231	-2.3502695128167397	1.3862943611198906	0.00446406476941781	regulation of platelet aggregation	5. regulation of platelet aggregation	['GO:0090330', 'GO:0034110', 'GO:0010543']	GO:0090330	0
6	-1.1191345676828763	-1.2780000900252826	1.6836757484652256	-2.3007749647089253	1.0986122886681098	0.00500293701464467	positive regulation of cell migration involved in sprouting angiogenesis	6. positive regulation of cell migration involved in sprouting angiogenesis	['GO:0090050', 'GO:0090049']	GO:0090050	0
7	-1.0150480430007203	-1.3719516299495873	1.4844507649775698	-2.217435398271519	1.3862943611198906	0.00606128356006675	regulation of endothelial cell migration	7. regulation of endothelial cell migration	['GO:0010594', 'GO:0010632', 'GO:0010595']	GO:0010594	0
8	0.07341643072085469	1.162860686616411	1.7586314608200297	-2.1682168485088424	1.0986122886681098	0.00678864582648166	endothelial cell chemotaxis	8. endothelial cell chemotaxis	['GO:0035767', 'GO:0043542']	GO:0035767	0
9	0.5165089792578575	-0.21190141066835785	1.7331106662943763	-2.1682168485088424	0.6931471805599453	0.00678864582648166	protein localization to endosome	9. protein localization to endosome	['GO:0036010']	GO:0036010	0
10	0.6424461939789076	0.8435100542087884	1.4460792716414683	-2.090625299101621	1.3862943611198906	0.00811661041328087	translesion synthesis	10. translesion synthesis	['GO:0019985', 'GO:0000731', 'GO:0006301']	GO:0019985	0
11	-0.38835472737556714	-1.219645919636702	1.6499785725504248	-2.090625299101621	1.0986122886681098	0.00811661041328087	negative regulation of axon extension	11. negative regulation of axon extension	['GO:0030517', 'GO:0050771']	GO:0030517	0
12	1.1034956716195696	0.7924589708516723	1.3126272303711344	-2.0859309514588884	0.6931471805599453	0.00820481982506813	protein polyubiquitination	12. protein polyubiquitination	['GO:0000209']	GO:0000209	0
13	0.20002784861552053	0.28988050243034874	0.9461994128642838	-2.0544905276928582	0.6931471805599453	0.00882083040857674	one-carbon metabolic process	13. one-carbon metabolic process	['GO:0006730']	GO:0006730	0
14	0.5823044340794828	0.5375584400192808	1.5105179025513258	-2.0199314440054996	1.0986122886681098	0.009551433492407	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14. maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	['GO:0000466', 'GO:0000460']	GO:0000466	0
15	-1.2330043651267024	-0.8774317636542984	1.6895237544204547	-2.0199314440054996	0.6931471805599453	0.009551433492407	positive regulation of smooth muscle cell migration	15. positive regulation of smooth muscle cell migration	['GO:0014911']	GO:0014911	0
16	1.0921975952739371	0.601051166762428	1.5116676102246263	-1.9960283807850066	1.0986122886681098	0.0100918693439072	peptidyl-tyrosine phosphorylation	16. peptidyl-tyrosine phosphorylation	['GO:0018108', 'GO:0018212']	GO:0018108	0
17	1.0311723993986355	-0.800792546183395	1.72059975673499	-1.9868217253338414	1.0986122886681098	0.0103080917313167	musculoskeletal movement	17. musculoskeletal movement	['GO:0050879', 'GO:0050881']	GO:0050881	0
18	-0.8041335732752314	0.867363015164544	1.6435353513800404	-1.9551763415548686	0.6931471805599453	0.0110872453575043	endothelial cell differentiation	18. endothelial cell differentiation	['GO:0045446']	GO:0045446	0
19	0.6990392672971979	0.23635217042117038	1.4087928446747877	-1.9245159540514294	0.6931471805599453	0.0118982761937211	cleavage involved in rRNA processing	19. cleavage involved in rRNA processing	['GO:0000469']	GO:0000469	0
20	-0.9456444675497289	-0.0948438506624737	1.5213457962810875	-1.8951319985712514	1.3862943611198906	0.0127311607392655	mitotic G2 DNA damage checkpoint signaling	20. mitotic G2 DNA damage checkpoint signaling	['GO:0007095', 'GO:0010948', 'GO:0045786']	GO:0007095	0
21	-0.9551612110281928	-0.4567466361123984	1.4692233282412785	-1.8951319985712514	0.6931471805599453	0.0127311607392655	positive regulation of ubiquitin-protein transferase activity	21. positive regulation of ubiquitin-protein transferase activity	['GO:0051443']	GO:0051443	0
22	-1.304194153708898	-0.9068686998601511	1.5041868456273702	-1.8408872197294759	1.0986122886681098	0.0144248989756687	positive regulation of chemotaxis	22. positive regulation of chemotaxis	['GO:0050921', 'GO:0032103']	GO:0050921	0
23	-0.6633735098260379	1.0911649557021033	1.634532612494876	-1.839503520405425	0.6931471805599453	0.014470931228627	columnar/cuboidal epithelial cell development	23. columnar/cuboidal epithelial cell development	['GO:0002066']	GO:0002066	0
24	-0.6200684255885335	-0.2681581771503716	1.4098173699375218	-1.839503520405425	0.6931471805599453	0.014470931228627	semaphorin-plexin signaling pathway	24. semaphorin-plexin signaling pathway	['GO:0071526']	GO:0071526	0
25	0.6147315964611423	-0.7840859558898705	1.6973947307346735	-1.813122957967886	0.6931471805599453	0.015377192177818	response to dexamethasone	25. response to dexamethasone	['GO:0071548']	GO:0071548	0
26	0.9849018649312307	0.12220765309143855	0.7229017390126188	-1.7904653360941682	0.6931471805599453	0.0162007329747402	DNA replication	26. DNA replication	['GO:0006260']	GO:0006260	0
27	-0.7945895312720069	1.1790037898210224	1.7705225700332172	-1.7882125197291496	0.6931471805599453	0.0162849894020557	endothelium development	27. endothelium development	['GO:0003158']	GO:0003158	0
28	-0.2315346619624615	0.44518966740976207	1.555996181429192	-1.7728188859668856	0.6931471805599453	0.0168725651607262	neuron apoptotic process	28. neuron apoptotic process	['GO:0051402']	GO:0051402	0
29	-0.05313015841152174	0.7527389445544648	1.4516036874913387	-1.7629359724000515	0.6931471805599453	0.0172609234929665	toxin transport	29. toxin transport	['GO:1901998']	GO:1901998	0
30	0.5468214895804556	-0.6067165238882876	1.4171117919508043	-1.7617042339453166	0.6931471805599453	0.017309948112436	response to wounding	30. response to wounding	['GO:0009611']	GO:0009611	0
31	0.203542768591196	1.253609197584165	1.606966495082569	-1.7390279042429313	0.6931471805599453	0.0182377851733138	positive chemotaxis	31. positive chemotaxis	['GO:0050918']	GO:0050918	0
32	-0.31663056708940135	-0.7553773659658147	1.5084045556692276	-1.7260381620593144	0.6931471805599453	0.0187915168587965	negative regulation of neuron apoptotic process	32. negative regulation of neuron apoptotic process	['GO:0043524']	GO:0043524	0
33	-0.9457585680886993	1.063796302890089	1.586232613321528	-1.7022208371585108	0.6931471805599453	0.0198508525207011	skeletal muscle tissue development	33. skeletal muscle tissue development	['GO:0007519']	GO:0007519	0
