dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.7728406252315055	-1.2693197109872616	1.5039613304437414	-3.8370978948214427	1.0986122886681098	0.000145513104084062	positive regulation of endocytosis	1. positive regulation of endocytosis	['GO:0045807', 'GO:0030100']	GO:0045807	0
2	-1.0071969924639503	-1.1646824270616458	1.2748136725738177	-3.5621592142737892	1.0986122886681098	0.000274056928294636	negative regulation of protein-containing complex assembly	2. negative regulation of protein-containing complex assembly	['GO:0031333', 'GO:0043254']	GO:0031333	0
3	0.1186485896332785	-1.1893773462083572	1.540985341440566	-2.769748696555405	0.6931471805599453	0.00169922662138546	regulation of peptidyl-serine phosphorylation	3. regulation of peptidyl-serine phosphorylation	['GO:0033135']	GO:0033135	0
4	-1.3037764451386504	-0.1330681433014669	1.5597506580686908	-2.660658211776237	1.3862943611198906	0.00218444838870531	regulation of toll-like receptor signaling pathway	4. regulation of toll-like receptor signaling pathway	['GO:0062207', 'GO:0034121', 'GO:0034163']	GO:0034121	0
5	1.53698162476572	-0.132270574853315	1.2770678030453555	-2.6560978244438744	1.0986122886681098	0.00220750743793605	DNA unwinding involved in DNA replication	5. DNA unwinding involved in DNA replication	['GO:0006268', 'GO:0032392']	GO:0006268	0
6	0.4771030661225002	1.206794878457084	1.5695698988347033	-2.539518768588511	1.0986122886681098	0.00288722900121849	establishment of chromosome localization	6. establishment of chromosome localization	['GO:0051303', 'GO:0050000']	GO:0051303	0
7	0.6493310348621261	-0.44044985064136194	1.6823051620506404	-2.49335711412346	0.6931471805599453	0.00321101907783886	detection of stimulus involved in sensory perception of pain	7. detection of stimulus involved in sensory perception of pain	['GO:0062149']	GO:0062149	0
8	-1.0902303377342368	-1.0338832379042058	1.0490169896427681	-2.488439888392877	1.0986122886681098	0.00324758189517013	regulation of protein-containing complex disassembly	8. regulation of protein-containing complex disassembly	['GO:0043244', 'GO:1902903']	GO:0043244	0
9	1.3219155731622863	-0.19997707276779442	1.4896499893630806	-2.3022037815404137	1.6094379124341003	0.00498650453628531	endosome organization	9. endosome organization	['GO:0007032', 'GO:0006906', 'GO:0090174', 'GO:0016050']	GO:0007032	0
10	0.5507811861537051	0.8510279261700965	0.5057781665714931	-2.302065473598526	0.6931471805599453	0.00498809282036142	proton transmembrane transport	10. proton transmembrane transport	['GO:1902600']	GO:1902600	0
11	0.1303134660827124	0.5295525028749168	1.061745829264701	-2.286982275871025	0.6931471805599453	0.00516437445333341	chromosome segregation	11. chromosome segregation	['GO:0007059']	GO:0007059	0
12	1.3168890175574728	0.4526024114532718	1.280747480291631	-2.2483425486326345	0.6931471805599453	0.00564491557940092	protein polymerization	12. protein polymerization	['GO:0051258']	GO:0051258	0
13	-0.8743431094933491	-0.8107614612968032	1.6181459098679498	-2.2252271837058766	0.6931471805599453	0.00595350628301031	regulation of Arp2/3 complex-mediated actin nucleation	13. regulation of Arp2/3 complex-mediated actin nucleation	['GO:0034315']	GO:0034315	0
14	-1.3393391583709295	-0.626446731130884	1.6699943445937104	-2.2252271837058766	1.0986122886681098	0.00595350628301031	regulation of axon regeneration	14. regulation of axon regeneration	['GO:0048679', 'GO:0070570']	GO:0048679	0
15	0.40140993149820503	0.294055521270366	1.8826226820127951	-2.219327038214805	0.6931471805599453	0.00603494007130281	cardiac pacemaker cell differentiation	15. cardiac pacemaker cell differentiation	['GO:0060920']	GO:0060920	0
16	-0.5618947766721187	-0.6500932189506031	1.7324094611921905	-2.219327038214805	0.6931471805599453	0.00603494007130281	negative regulation of neurotransmitter secretion	16. negative regulation of neurotransmitter secretion	['GO:0046929']	GO:0046929	0
17	-0.12696820341921844	0.8928298776238787	1.1729756086980947	-2.219327038214805	1.3862943611198906	0.00603494007130281	purine ribonucleoside biosynthetic process	17. purine ribonucleoside biosynthetic process	['GO:0042451', 'GO:0046129', 'GO:0042455']	GO:0046129	0
18	-0.29227071861755544	1.174398210044761	1.5798852539817634	-2.219327038214805	1.6094379124341003	0.00603494007130281	ether lipid biosynthetic process	18. ether lipid biosynthetic process	['GO:0008611', 'GO:0046504', 'GO:0097384', 'GO:1901503']	GO:0008611	0
19	-0.10211109494612844	-1.3412425644151078	1.4692233282412785	-2.186279240153816	0.6931471805599453	0.00651209548473233	positive regulation of ubiquitin-protein transferase activity	19. positive regulation of ubiquitin-protein transferase activity	['GO:0051443']	GO:0051443	0
20	-0.7193092771693834	0.9180285459983984	1.1671152191775092	-2.180263714393019	0.6931471805599453	0.00660292380322285	proteasome-mediated ubiquitin-dependent protein catabolic process	20. proteasome-mediated ubiquitin-dependent protein catabolic process	['GO:0043161']	GO:0043161	0
21	-0.19515998982305072	-0.7756065061215903	1.3868345822230148	-2.1627001965693915	0.6931471805599453	0.00687542902846653	positive regulation of viral process	21. positive regulation of viral process	['GO:0048524']	GO:0048524	0
22	0.626872728472874	1.1055288674056563	1.253159861387969	-2.144219635521441	0.6931471805599453	0.00717431373316329	endosomal transport	22. endosomal transport	['GO:0016197']	GO:0016197	0
23	1.3870859244044136	0.31740676198568285	1.0926231823942019	-2.144219635521441	0.6931471805599453	0.00717431373316329	protein-containing complex disassembly	23. protein-containing complex disassembly	['GO:0032984']	GO:0032984	0
24	-0.9894666596668669	-0.2293717611031419	1.778940458030393	-2.135600907349602	1.3862943611198906	0.00731811268736409	negative regulation of T cell cytokine production	24. negative regulation of T cell cytokine production	['GO:0002707', 'GO:0002725', 'GO:0002706']	GO:0002725	0
25	0.37488629994550876	0.04374386223783138	1.7127859278451425	-2.135600907349602	0.6931471805599453	0.00731811268736409	skin morphogenesis	25. skin morphogenesis	['GO:0043589']	GO:0043589	0
26	-1.3841796151466748	-0.205136443459108	1.145280975016567	-2.1228008334387156	0.6931471805599453	0.00753701130286662	regulation of innate immune response	26. regulation of innate immune response	['GO:0045088']	GO:0045088	0
27	-0.26783722759212797	1.4476034072933637	1.3980283935310607	-2.115114539900394	0.6931471805599453	0.00767159133764833	ceramide biosynthetic process	27. ceramide biosynthetic process	['GO:0046513']	GO:0046513	0
28	-0.016949786787953454	-1.3234358647999653	1.5649362426827447	-2.112370544087248	0.6931471805599453	0.00772021608003729	negative regulation of protein dephosphorylation	28. negative regulation of protein dephosphorylation	['GO:0035308']	GO:0035308	0
29	-0.35713107146020984	1.4444726722665828	0.9316359052699559	-2.0920231356828376	0.6931471805599453	0.00809052798268056	membrane lipid biosynthetic process	29. membrane lipid biosynthetic process	['GO:0046467']	GO:0046467	0
30	-0.5617558851614404	0.7636401957220981	1.5626163878791772	-2.091973082070291	0.6931471805599453	0.00809146049162804	protein K48-linked ubiquitination	30. protein K48-linked ubiquitination	['GO:0070936']	GO:0070936	0
31	1.4127263472336418	0.10613332811432756	1.369947343110182	-2.0641799026199905	0.6931471805599453	0.00862621140623324	organelle fusion	31. organelle fusion	['GO:0048284']	GO:0048284	0
32	1.6578161850009057	-0.022696053915704416	0.8550186469823264	-2.0631488561997835	0.6931471805599453	0.00864671498306599	DNA conformation change	32. DNA conformation change	['GO:0071103']	GO:0071103	0
