dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.2044585818801443	0.40439330304806753	1.6972408592476766	-5.070456356339116	1.0986122886681098	8.50244132684517e-06	regulation of Rac protein signal transduction	1. regulation of Rac protein signal transduction	['GO:0035020', 'GO:0046578']	GO:0035020	0
2	0.5606808870423909	-0.1593540801111917	1.6936277094536571	-3.8857394223915662	1.0986122886681098	0.000130094991661123	Rac protein signal transduction	2. Rac protein signal transduction	['GO:0016601', 'GO:0007265']	GO:0016601	0
3	-1.1746038141046633	-0.6845878215843118	0.7540428568813712	-3.833027482692076	1.6094379124341003	0.000146883332511293	phospholipid biosynthetic process	3. phospholipid biosynthetic process	['GO:0008654', 'GO:0006644', 'GO:0006650', 'GO:0046486']	GO:0008654	0
4	-0.5024953094288117	-0.7968158078154158	1.3375181600241706	-3.7362640640636546	1.3862943611198906	0.000183542201239821	retrograde transport, endosome to Golgi	4. retrograde transport, endosome to Golgi	['GO:0042147', 'GO:0016482', 'GO:0016197']	GO:0042147	0
5	-1.124630282734429	-0.7575332941155036	1.025083747865795	-3.4459305396886655	1.791759469228055	0.000358153715010284	phosphatidylinositol metabolic process	5. phosphatidylinositol metabolic process	['GO:0046488', 'GO:0006661', 'GO:0046854', 'GO:0045017', 'GO:0046474']	GO:0046488	0
6	-0.31295752731907356	-0.31069458810359135	1.3892354624882781	-2.7161752277526516	0.6931471805599453	0.00192231596250426	N-acetylneuraminate metabolic process	6. N-acetylneuraminate metabolic process	['GO:0006054']	GO:0006054	0
7	0.7993478797385019	-0.5306338487658473	1.714179601173594	-2.7161752277526516	0.6931471805599453	0.00192231596250426	leptin-mediated signaling pathway	7. leptin-mediated signaling pathway	['GO:0033210']	GO:0033210	0
8	-0.7751697645971517	-0.2621863879822726	1.6317167208816588	-2.6526590417343394	1.0986122886681098	0.00222505606418835	mRNA transcription by RNA polymerase II	8. mRNA transcription by RNA polymerase II	['GO:0042789', 'GO:0009299']	GO:0042789	0
9	1.252197682816219	0.111992498815659	1.6544157237921668	-2.595826004356458	1.0986122886681098	0.00253614450734894	positive regulation of receptor signaling pathway via JAK-STAT	9. positive regulation of receptor signaling pathway via JAK-STAT	['GO:0046427', 'GO:1904894']	GO:0046427	0
10	0.22729625148701607	-1.2854265270549297	1.7194952822015726	-2.568435365267726	1.0986122886681098	0.00270124909713164	cellular response to nerve growth factor stimulus	10. cellular response to nerve growth factor stimulus	['GO:1990090', 'GO:1990089']	GO:1990090	0
11	-0.23248780353260465	0.5531788112699619	1.8434769525152783	-2.5678721773102304	0.6931471805599453	0.00270475431734674	T cell extravasation	11. T cell extravasation	['GO:0072683']	GO:0072683	0
12	0.5577431280635912	0.8893870719220701	1.7450859013737163	-2.4422031695986695	0.6931471805599453	0.00361240829121501	negative regulation of activated T cell proliferation	12. negative regulation of activated T cell proliferation	['GO:0046007']	GO:0046007	0
13	0.9296346402038552	-0.44384944498614604	1.5781386558474846	-2.406575290575093	1.0986122886681098	0.00392125160462823	receptor signaling pathway via JAK-STAT	13. receptor signaling pathway via JAK-STAT	['GO:0007259', 'GO:0097696']	GO:0007259	0
14	-0.8490170336798258	0.8978942440974772	1.7900088257271947	-2.385922874592283	0.6931471805599453	0.00411222742768448	glial cell apoptotic process	14. glial cell apoptotic process	['GO:0034349']	GO:0034349	0
15	-0.4670278180350002	-0.0004567073928189619	1.6140155141814478	-2.385922874592283	1.3862943611198906	0.00411222742768448	primary miRNA processing	15. primary miRNA processing	['GO:0031053', 'GO:0035196', 'GO:0070918']	GO:0031053	0
16	0.1491895172656153	-0.936396473679839	1.6723349723450083	-2.3703568388782448	0.6931471805599453	0.00426229162892304	response to ischemia	16. response to ischemia	['GO:0002931']	GO:0002931	0
17	-0.6674874347092327	0.4111164545843074	1.331517325425903	-2.3301007206052153	0.6931471805599453	0.00467626677776821	vesicle organization	17. vesicle organization	['GO:0016050']	GO:0016050	0
18	0.046678701057009955	-1.264586270753428	1.8029079247498452	-2.2838336048866186	1.0986122886681098	0.00520195265402985	cellular response to leptin stimulus	18. cellular response to leptin stimulus	['GO:0044320', 'GO:0044321']	GO:0044320	0
19	-1.0698219054441482	-0.05823954366157434	1.3545296862571856	-2.2623403118649272	0.6931471805599453	0.00546587490708334	receptor metabolic process	19. receptor metabolic process	['GO:0043112']	GO:0043112	0
20	1.3579936719554049	0.30443794036605754	1.56096881634174	-2.2022953747996015	1.0986122886681098	0.00627631345466475	positive regulation of Ras protein signal transduction	20. positive regulation of Ras protein signal transduction	['GO:0046579', 'GO:0051057']	GO:0046579	0
21	-0.9478720863845513	0.3079133303384099	1.5430628388195546	-2.1640353101215637	0.6931471805599453	0.00685432495399962	cellular component maintenance	21. cellular component maintenance	['GO:0043954']	GO:0043954	0
22	-0.30576672101932906	1.1146792911731072	1.753059731921285	-2.111745307228226	0.6931471805599453	0.00773133857898209	ectoderm development	22. ectoderm development	['GO:0007398']	GO:0007398	0
23	-0.33711522208987016	-0.8387499991351349	1.654985949655586	-2.0913723270178632	0.6931471805599453	0.00810266107003955	protein localization to cell surface	23. protein localization to cell surface	['GO:0034394']	GO:0034394	0
24	0.7885516523912416	-0.16890989285461133	1.4781322210925805	-2.0633829489970243	0.6931471805599453	0.00864205549887539	intrinsic apoptotic signaling pathway	24. intrinsic apoptotic signaling pathway	['GO:0097193']	GO:0097193	0
25	0.8092800229897321	0.4720110134853167	1.6921655640722344	-2.037859528183651	1.3862943611198906	0.00916516888023518	positive regulation of miRNA-mediated gene silencing	25. positive regulation of miRNA-mediated gene silencing	['GO:2000637', 'GO:1900370', 'GO:0060148']	GO:2000637	0
26	0.5318255389208697	0.2686696176355594	1.4794389588255938	-2.021488631792306	0.6931471805599453	0.00951724760386964	regulation of neuron apoptotic process	26. regulation of neuron apoptotic process	['GO:0043523']	GO:0043523	0
27	-0.9759949279625831	0.7838309684378714	1.6234758471569732	-2.017674812203718	0.6931471805599453	0.00960119273410602	epithelial cell apoptotic process	27. epithelial cell apoptotic process	['GO:1904019']	GO:1904019	0
28	-0.13373383212285958	1.144875076213865	1.631237209243565	-2.0070149873505456	0.6931471805599453	0.00983977148468258	mesoderm formation	28. mesoderm formation	['GO:0001707']	GO:0001707	0
29	0.6613033273525415	0.8340410666088853	1.7210049991947807	-2.003351813563364	0.6931471805599453	0.00992311870079143	negative regulation of leukocyte mediated cytotoxicity	29. negative regulation of leukocyte mediated cytotoxicity	['GO:0001911']	GO:0001911	0
