dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	0.8175018080529787	-0.21019229760978184	1.3961584496825372	-5.697875237701375	1.3862943611198906	2.00504794640825e-06	glycoprotein biosynthetic process	1. glycoprotein biosynthetic process	['GO:0009101', 'GO:0030166', 'GO:0009100']	GO:0009101	0
2	-1.3141595166906803	0.20686474829340395	1.4855589817522752	-4.55160349797709	1.0986122886681098	2.80799611133003e-05	cell morphogenesis involved in differentiation	2. cell morphogenesis involved in differentiation	['GO:0000904', 'GO:0048667']	GO:0000904	0
3	1.0160689573734005	0.8205591076190629	1.7045359193565537	-4.0208073237213835	0.6931471805599453	9.53218969184819e-05	Golgi localization	3. Golgi localization	['GO:0051645']	GO:0051645	0
4	1.016701699501168	-0.4353863151950265	1.0278839041927825	-3.7693252371529	1.6094379124341003	0.000170088426253597	protein glycosylation	4. protein glycosylation	['GO:0006486', 'GO:0043413', 'GO:0070085', 'GO:0006493']	GO:0006486	0
5	0.6668265192719	-0.9178175846996404	1.6085718853681243	-3.5916708684184875	1.3862943611198906	0.000256052565504375	regulation of translational initiation by eIF2 alpha phosphorylation	5. regulation of translational initiation by eIF2 alpha phosphorylation	['GO:0010998', 'GO:0043558', 'GO:0043555']	GO:0010998	0
6	-0.10637091408223683	0.3909943333039643	1.3869151965984836	-3.3151131667039655	1.3862943611198906	0.000484046220338096	cell-substrate adhesion	6. cell-substrate adhesion	['GO:0031589', 'GO:0007160', 'GO:0034446']	GO:0031589	0
7	-0.39459718043309383	-1.2653733499130335	1.6463960406076954	-3.174103089511966	0.6931471805599453	0.000669725616187867	positive regulation of chromosome segregation	7. positive regulation of chromosome segregation	['GO:0051984']	GO:0051984	0
8	-0.45510262492500875	0.8640858903821148	1.7334634989693363	-3.1092923145754776	0.6931471805599453	0.000777513047032528	endomembrane system organization	8. endomembrane system organization	['GO:0010256']	GO:0010256	0
9	-1.4313942101122796	0.7014646245282784	1.4018496483141099	-3.0691548899491	1.0986122886681098	0.00085279591242522	cellular component morphogenesis	9. cellular component morphogenesis	['GO:0032989', 'GO:0032990']	GO:0032989	0
10	0.557399430856343	0.7390580516779718	1.6454897441824703	-3.0246579104705664	0.6931471805599453	0.000944804796785469	vesicle cargo loading	10. vesicle cargo loading	['GO:0035459']	GO:0035459	0
11	1.3540963692767483	0.015572875541670434	1.696704455716125	-2.884444961757698	0.6931471805599453	0.0013048333199971	monoatomic anion homeostasis	11. monoatomic anion homeostasis	['GO:0055081']	GO:0055081	0
12	-0.8166654782762708	0.886848655608111	1.6082543987173743	-2.793780778938085	0.6931471805599453	0.0016077526017808	axon development	12. axon development	['GO:0061564']	GO:0061564	0
13	-0.5816224046110056	1.0503577576213396	1.4367575782229542	-2.7842362179049083	0.6931471805599453	0.00164347757317888	cell junction assembly	13. cell junction assembly	['GO:0034329']	GO:0034329	0
14	-0.5941101721598159	-1.038628938163085	0.8641073274940141	-2.765764181003355	0.6931471805599453	0.00171488822757253	regulation of cell morphogenesis	14. regulation of cell morphogenesis	['GO:0022604']	GO:0022604	0
15	-0.17112123794470568	-0.8001079408598812	1.3890562599143663	-2.689982483691342	1.0986122886681098	0.00204182029532044	regulation of monoatomic ion transmembrane transporter activity	15. regulation of monoatomic ion transmembrane transporter activity	['GO:0032412', 'GO:0022898']	GO:0032412	0
16	-0.7249470961292503	-0.7400243207522483	1.6176673399100536	-2.6851448497401065	1.3862943611198906	0.00206469140680283	positive regulation of cell-matrix adhesion	16. positive regulation of cell-matrix adhesion	['GO:0001952', 'GO:0001954', 'GO:0010810']	GO:0001954	0
17	-1.4315944784624424	0.811101473534382	1.4568171249216046	-2.612410842950336	1.6094379124341003	0.0024411201582967	axonogenesis	17. axonogenesis	['GO:0007409', 'GO:0048812', 'GO:0120039', 'GO:0048858']	GO:0007409	0
18	0.3831041666987328	-1.0675845692556494	1.7584714041865737	-2.5908504853919494	0.6931471805599453	0.00256536706370433	regulation of phosphatidylcholine metabolic process	18. regulation of phosphatidylcholine metabolic process	['GO:0150172']	GO:0150172	0
19	-0.18488017385428845	0.003002999470497038	0.9361178134865108	-2.5790597957278223	0.6931471805599453	0.00263596842818107	protein maturation	19. protein maturation	['GO:0051604']	GO:0051604	0
20	0.46588456351534696	1.2968030545391116	1.124230757177291	-2.556576051512264	0.6931471805599453	0.00277602867905928	Golgi vesicle transport	20. Golgi vesicle transport	['GO:0048193']	GO:0048193	0
21	1.3356319292497794	0.11982468654325827	1.0607194131394595	-2.467410006512657	1.0986122886681098	0.00340870951964368	monoatomic ion homeostasis	21. monoatomic ion homeostasis	['GO:0050801', 'GO:0098771']	GO:0050801	0
22	0.8928436124153923	0.8990898404469884	1.6447200046041308	-2.440804124303369	0.6931471805599453	0.00362406414269342	vesicle transport along microtubule	22. vesicle transport along microtubule	['GO:0047496']	GO:0047496	0
23	0.1884385740568461	0.46110776470231984	1.5900198664016434	-2.435420645997739	0.6931471805599453	0.00366926732927992	axon extension	23. axon extension	['GO:0048675']	GO:0048675	0
24	-0.2965268949506139	-0.4831414892506368	1.7302271614252969	-2.426733374797314	0.6931471805599453	0.00374340335461217	semaphorin-plexin signaling pathway involved in neuron projection guidance	24. semaphorin-plexin signaling pathway involved in neuron projection guidance	['GO:1902285']	GO:1902285	0
25	-0.7719198497543658	0.6364098399191779	1.5796705856529698	-2.400268697336803	0.6931471805599453	0.00397860938430878	centromere complex assembly	25. centromere complex assembly	['GO:0034508']	GO:0034508	0
26	0.11967813221337054	-0.7593082820123238	1.4400607273038948	-2.3648871936366405	0.6931471805599453	0.00431631176848212	regulation of cell junction assembly	26. regulation of cell junction assembly	['GO:1901888']	GO:1901888	0
27	0.5452961343067262	1.2845585183340669	0.884999676128617	-2.3490243496024044	0.6931471805599453	0.0044768820292411	endocytosis	27. endocytosis	['GO:0006897']	GO:0006897	0
28	-0.11716917318843799	-1.349223589306629	1.2747859011520375	-2.331035538321209	0.6931471805599453	0.00466621195135531	negative regulation of cell cycle process	28. negative regulation of cell cycle process	['GO:0010948']	GO:0010948	0
29	0.4991288168891574	0.1981441729442275	1.5960183826834224	-2.323766310737803	0.6931471805599453	0.00474497238519394	G1/S transition of mitotic cell cycle	29. G1/S transition of mitotic cell cycle	['GO:0000082']	GO:0000082	0
