dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.2965331260538915	0.2291186446203914	1.1053501919037685	-3.1753292637662325	0.6931471805599453	0.000667837399422448	glutamine family amino acid catabolic process	1. glutamine family amino acid catabolic process	['GO:0009065']	GO:0009065	0
2	-0.6783109042932874	0.19544901456733269	1.569048549106541	-2.7929959563295634	1.3862943611198906	0.00161066063180091	regulation of epithelial cell apoptotic process	2. regulation of epithelial cell apoptotic process	['GO:1904035', 'GO:1904036', 'GO:2000351']	GO:1904035	0
3	-0.5811897874927765	-0.9882044237595276	1.2770678030453555	-2.6409374330710365	0.6931471805599453	0.0022859281034364	DNA unwinding involved in DNA replication	3. DNA unwinding involved in DNA replication	['GO:0006268']	GO:0006268	0
4	-0.0049328249885399345	-1.1783620060907107	1.5129301581040926	-2.5261121244699503	0.6931471805599453	0.002977747546833	response to calcium ion	4. response to calcium ion	['GO:0051592']	GO:0051592	0
5	-0.8415970310577818	1.0002125729533835	1.5199670352809647	-2.454088134331388	0.6931471805599453	0.0035148910321705	negative regulation of inflammatory response	5. negative regulation of inflammatory response	['GO:0050728']	GO:0050728	0
6	-1.093657327775752	-0.38507601121133783	1.456990455493648	-2.370000673722091	1.6094379124341003	0.00426578857048256	phospholipid translocation	6. phospholipid translocation	['GO:0045332', 'GO:0034204', 'GO:0015914', 'GO:0097035']	GO:0045332	0
7	0.6706491823645999	0.5708749621907039	1.6234758471569732	-2.3410577241087287	1.0986122886681098	0.00455976305982138	epithelial cell apoptotic process	7. epithelial cell apoptotic process	['GO:1904019', 'GO:0072577']	GO:1904019	0
8	-1.169827411342914	0.4084203728804864	1.3833998514477264	-2.313811029678378	1.0986122886681098	0.00485499704959901	regulation of microtubule cytoskeleton organization	8. regulation of microtubule cytoskeleton organization	['GO:0070507', 'GO:0031110']	GO:0070507	0
9	0.9540245039827056	-0.02004405084383218	1.5798852539817634	-2.1670561889455224	2.0794415416798357	0.00680681286568468	ether lipid biosynthetic process	9. ether lipid biosynthetic process	['GO:0008611', 'GO:0046504', 'GO:0097384', 'GO:1901503', 'GO:0046485', 'GO:0006662', 'GO:0018904']	GO:0008611	0
10	0.9792685687365045	-0.45271324766713394	1.1729756086980947	-2.1670561889455224	1.9459101490553132	0.00680681286568468	purine ribonucleoside biosynthetic process	10. purine ribonucleoside biosynthetic process	['GO:0042451', 'GO:0046129', 'GO:0046128', 'GO:0042455', 'GO:0009163', 'GO:0034404']	GO:0046129	0
11	0.6528502576713509	0.9112614112992118	1.8001507129434915	-2.1670561889455224	0.6931471805599453	0.00680681286568468	sensory perception of temperature stimulus	11. sensory perception of temperature stimulus	['GO:0050951']	GO:0050951	0
12	-0.5999116686308432	0.9479047101479251	1.6470926373360142	-2.1670561889455224	0.6931471805599453	0.00680681286568468	positive regulation of monocyte chemotaxis	12. positive regulation of monocyte chemotaxis	['GO:0090026']	GO:0090026	0
13	-0.43714136191184566	1.225521805760363	1.3010159129117167	-2.1219046376149886	1.0986122886681098	0.00755258049026297	regulation of protein depolymerization	13. regulation of protein depolymerization	['GO:0043244', 'GO:1901879']	GO:1901879	0
14	-0.049229147118450875	0.8208619519262009	1.6585841212899433	-2.083532882879731	0.6931471805599453	0.0082502501582612	regulation of dopamine secretion	14. regulation of dopamine secretion	['GO:0014059']	GO:0014059	0
15	-0.36259273075805654	-0.663539590480597	1.8263789200840066	-2.083532882879731	1.0986122886681098	0.0082502501582612	dopamine secretion	15. dopamine secretion	['GO:0014046', 'GO:0015872']	GO:0014046	0
16	0.5332758225174148	-0.6929880251268402	1.5394939090573196	-2.083532882879731	0.6931471805599453	0.0082502501582612	double-strand break repair via break-induced replication	16. double-strand break repair via break-induced replication	['GO:0000727']	GO:0000727	0
17	1.2679934986153933	0.33843408980027384	0.8420371999343099	-2.083532882879731	0.6931471805599453	0.0082502501582612	arginine metabolic process	17. arginine metabolic process	['GO:0006525']	GO:0006525	0
18	-0.8583933371423043	-0.8854212448755334	1.3656454478609277	-2.0106746276331195	0.6931471805599453	0.0097572037127432	plasma membrane organization	18. plasma membrane organization	['GO:0007009']	GO:0007009	0
19	0.09520224168649952	-0.9565636927746368	1.6823051620506404	-2.0079748323949174	0.6931471805599453	0.00981804837504009	detection of stimulus involved in sensory perception of pain	19. detection of stimulus involved in sensory perception of pain	['GO:0062149']	GO:0062149	0
20	-0.9829262905552104	0.9850069620075126	1.004786024681254	-1.9611479888584213	0.6931471805599453	0.0109358365655428	negative regulation of defense response	20. negative regulation of defense response	['GO:0031348']	GO:0031348	0
21	0.4486863862003277	0.23422741889881746	1.739196637497054	-1.9390436790884609	0.6931471805599453	0.0115068465322495	inner cell mass cell proliferation	21. inner cell mass cell proliferation	['GO:0001833']	GO:0001833	0
22	-0.37922762815407135	0.5429922779480317	1.7163620498372345	-1.9390436790884609	1.0986122886681098	0.0115068465322495	positive regulation of DNA-directed DNA polymerase activity	22. positive regulation of DNA-directed DNA polymerase activity	['GO:1900262', 'GO:1900264']	GO:1900264	0
23	0.619361248323242	-1.0716027199985163	1.7722122555159143	-1.9390436790884609	0.6931471805599453	0.0115068465322495	mitotic DNA replication	23. mitotic DNA replication	['GO:1902969']	GO:1902969	0
24	0.7369737331816161	-0.9820903459190921	1.0778672466400303	-1.938747082779577	0.6931471805599453	0.0115147076817964	cytokinetic process	24. cytokinetic process	['GO:0032506']	GO:0032506	0
25	1.0695964590666005	-0.2201997383452881	1.3450613350515912	-1.9365013888385654	0.6931471805599453	0.0115744033068592	sphingolipid biosynthetic process	25. sphingolipid biosynthetic process	['GO:0030148']	GO:0030148	0
26	-1.2484246190707387	0.6775959892277857	1.2718536754972845	-1.8783725118533452	0.6931471805599453	0.013232060811997	negative regulation of supramolecular fiber organization	26. negative regulation of supramolecular fiber organization	['GO:1902904']	GO:1902904	0
