Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0009065	GO:0009065	glutamine family amino acid catabolic process	6.678e-04	0.000e+00	3.020e+00	9.544e-04
GO:1904035	GO:1904035	regulation of epithelial cell apoptotic process	1.611e-03	0.000e+00	4.802e+00	1.577e-05
GO:1904035	GO:1904036	negative regulation of epithelial cell apoptotic process	1.068e-02	0.000e+00	5.024e+00	9.462e-06
GO:1904035	GO:2000351	regulation of endothelial cell apoptotic process	7.698e-03	0.000e+00	5.082e+00	8.273e-06
GO:0006268	GO:0006268	DNA unwinding involved in DNA replication	2.286e-03	0.000e+00	3.586e+00	2.594e-04
GO:0051592	GO:0051592	response to calcium ion	2.978e-03	0.000e+00	4.540e+00	2.884e-05
GO:0050728	GO:0050728	negative regulation of inflammatory response	3.515e-03	0.000e+00	4.572e+00	2.679e-05
GO:0045332	GO:0045332	phospholipid translocation	4.266e-03	0.000e+00	4.293e+00	5.093e-05
GO:0045332	GO:0034204	lipid translocation	6.419e-03	0.000e+00	3.599e+00	2.515e-04
GO:0045332	GO:0015914	phospholipid transport	7.995e-03	0.000e+00	3.557e+00	2.771e-04
GO:0045332	GO:0097035	regulation of membrane lipid distribution	9.880e-03	0.000e+00	3.576e+00	2.655e-04
GO:1904019	GO:1904019	epithelial cell apoptotic process	4.560e-03	0.000e+00	5.071e+00	8.498e-06
GO:1904019	GO:0072577	endothelial cell apoptotic process	1.068e-02	0.000e+00	5.906e+00	1.243e-06
GO:0070507	GO:0070507	regulation of microtubule cytoskeleton organization	4.855e-03	0.000e+00	3.988e+00	1.027e-04
GO:0070507	GO:0031110	regulation of microtubule polymerization or depolymerization	9.935e-03	0.000e+00	4.369e+00	4.276e-05
GO:0008611	GO:0008611	ether lipid biosynthetic process	6.807e-03	0.000e+00	4.854e+00	1.398e-05
GO:0008611	GO:0046504	glycerol ether biosynthetic process	6.807e-03	0.000e+00	4.854e+00	1.398e-05
GO:0008611	GO:0097384	cellular lipid biosynthetic process	6.807e-03	0.000e+00	4.633e+00	2.330e-05
