Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0035303	GO:0035303	regulation of dephosphorylation	9.160e-12	0.000e+00	3.906e+00	1.242e-04
GO:0035303	GO:0010921	regulation of phosphatase activity	2.852e-05	0.000e+00	3.997e+00	1.007e-04
GO:0035303	GO:0035305	negative regulation of dephosphorylation	5.892e-06	0.000e+00	4.563e+00	2.735e-05
GO:0035303	GO:0035304	regulation of protein dephosphorylation	9.680e-10	0.000e+00	4.012e+00	9.722e-05
GO:0035303	GO:0043666	regulation of phosphoprotein phosphatase activity	2.180e-05	0.000e+00	4.075e+00	8.406e-05
GO:0035303	GO:0035306	positive regulation of dephosphorylation	3.054e-08	0.000e+00	4.808e+00	1.558e-05
GO:0035303	GO:0035307	positive regulation of protein dephosphorylation	5.125e-07	0.000e+00	4.880e+00	1.318e-05
GO:0035303	GO:0045936	negative regulation of phosphate metabolic process	5.657e-07	0.000e+00	3.514e+00	3.063e-04
GO:0035303	GO:0010563	negative regulation of phosphorus metabolic process	5.883e-07	0.000e+00	3.514e+00	3.063e-04
GO:0035303	GO:0001933	negative regulation of protein phosphorylation	3.756e-05	0.000e+00	3.897e+00	1.266e-04
GO:0001952	GO:0001952	regulation of cell-matrix adhesion	4.589e-09	0.000e+00	4.697e+00	2.011e-05
GO:0001952	GO:0051893	regulation of focal adhesion assembly	3.572e-08	0.000e+00	5.032e+00	9.284e-06
GO:0001952	GO:0010810	regulation of cell-substrate adhesion	3.540e-08	0.000e+00	4.365e+00	4.312e-05
GO:0001952	GO:0001954	positive regulation of cell-matrix adhesion	1.717e-05	0.000e+00	5.041e+00	9.092e-06
GO:0001952	GO:0010812	negative regulation of cell-substrate adhesion	5.096e-07	0.000e+00	4.840e+00	1.445e-05
GO:0001952	GO:0001953	negative regulation of cell-matrix adhesion	1.596e-06	0.000e+00	5.244e+00	5.707e-06
GO:0001952	GO:0007162	negative regulation of cell adhesion	5.559e-05	0.000e+00	4.181e+00	6.593e-05
GO:0048041	GO:0048041	focal adhesion assembly	4.970e-09	0.000e+00	5.410e+00	3.893e-06
GO:0048041	GO:0150115	cell-substrate junction organization	3.607e-09	0.000e+00	5.118e+00	7.628e-06
GO:0048041	GO:0007044	cell-substrate junction assembly	1.808e-08	0.000e+00	5.140e+00	7.252e-06
GO:0048041	GO:0034329	cell junction assembly	7.851e-06	0.000e+00	4.207e+00	6.208e-05
