dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.4196621389298778	0.14278622266503563	1.5823882802521987	-4.961580570084752	0.6931471805599453	1.09249492930037e-05	vasculature development	1. vasculature development	['GO:0001944']	GO:0001944	0
2	1.4554030862435026	-0.23507408611229552	1.5071311097805506	-4.883026336305294	1.0986122886681098	1.30910253454103e-05	blood vessel development	2. blood vessel development	['GO:0001568', 'GO:0035904']	GO:0001568	0
3	-0.165960475509352	0.7989196631336436	1.1564778781065561	-4.123116074436355	1.0986122886681098	7.53154240343003e-05	small GTPase mediated signal transduction	3. small GTPase mediated signal transduction	['GO:0007264', 'GO:0007265']	GO:0007264	0
4	1.2837859243053245	-0.34330505810610445	1.5278432841147294	-3.9478694772736627	0.6931471805599453	0.00011275362746544	blood vessel morphogenesis	4. blood vessel morphogenesis	['GO:0048514']	GO:0048514	0
5	-0.12005216643607364	1.5416534962085968	1.3969642642587699	-3.9110521995206744	1.0986122886681098	0.000122729170939188	positive regulation of cell cycle process	5. positive regulation of cell cycle process	['GO:0090068', 'GO:0045787']	GO:0090068	0
6	-0.9059838017410802	0.8888067337176041	1.2617042868144759	-3.8578077946679676	0.6931471805599453	0.000138736970002602	regulation of small GTPase mediated signal transduction	6. regulation of small GTPase mediated signal transduction	['GO:0051056']	GO:0051056	0
7	-0.6044667637354227	1.2260779616593058	1.4656202738983408	-3.6831672627523044	1.791759469228055	0.000207411454593488	positive regulation of protein serine/threonine kinase activity	7. positive regulation of protein serine/threonine kinase activity	['GO:0071902', 'GO:0033674', 'GO:0001934', 'GO:0042327', 'GO:0051347']	GO:0071902	0
8	-1.2583659486566823	-0.7165238629380932	1.8111991728393808	-3.678607937124215	1.0986122886681098	0.000209600378648106	response to acetylcholine	8. response to acetylcholine	['GO:1905144', 'GO:1905145']	GO:1905144	0
9	0.4182193456679929	-1.3954847295941077	1.1239786373447715	-3.674886774816981	1.3862943611198906	0.000211404012070476	nucleotide catabolic process	9. nucleotide catabolic process	['GO:0009166', 'GO:1901292', 'GO:0046434']	GO:0009166	0
10	-0.24543627895839598	-0.30416583288733007	1.3684305243979191	-3.5607915823470075	1.0986122886681098	0.000274921318228057	zinc ion transmembrane transport	10. zinc ion transmembrane transport	['GO:0071577', 'GO:0006829']	GO:0071577	0
11	0.3416082955745532	-0.8706078411544254	1.208220107103189	-3.499171023767341	0.6931471805599453	0.000316831954332085	phenol-containing compound metabolic process	11. phenol-containing compound metabolic process	['GO:0018958']	GO:0018958	0
12	1.3349246240839616	0.2752291191423178	1.392131659994428	-3.4379240606168384	0.6931471805599453	0.000364817732243469	angiogenesis	12. angiogenesis	['GO:0001525']	GO:0001525	0
13	1.302943111976894	0.00025475680308317296	1.7245307176017375	-3.253818351011862	0.6931471805599453	0.000557418847442952	astrocyte development	13. astrocyte development	['GO:0014002']	GO:0014002	0
14	-0.7404276591244424	-0.8804274769905236	1.453502328370746	-3.238638501677987	1.0986122886681098	0.000577246752498401	cellular response to growth factor stimulus	14. cellular response to growth factor stimulus	['GO:0071363', 'GO:0070848']	GO:0071363	0
15	-1.1815767537214865	-0.8591497958511414	1.379840904641073	-3.197135442106492	0.6931471805599453	0.000635132824008919	cellular response to nitrogen compound	15. cellular response to nitrogen compound	['GO:1901699']	GO:1901699	0
16	-1.0617002192895248	-0.9491533818461211	1.482116802393573	-3.1388633829346486	0.6931471805599453	0.000726334406271969	response to organophosphorus	16. response to organophosphorus	['GO:0046683']	GO:0046683	0
17	0.20826974194767742	0.7101664053078738	1.5224254281587328	-3.079340530035441	0.6931471805599453	0.000833027751928449	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	17. adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	['GO:0007193']	GO:0007193	0
18	-0.7719295278054508	0.39264262306765946	1.7027147611158606	-2.999284515483706	0.6931471805599453	0.00100164882179582	negative regulation of muscle hypertrophy	18. negative regulation of muscle hypertrophy	['GO:0014741']	GO:0014741	0
19	0.46228448408484946	-1.3762981389507192	1.3065868305575754	-2.967006145521033	1.0986122886681098	0.00107893145461042	purine nucleotide catabolic process	19. purine nucleotide catabolic process	['GO:0006195', 'GO:0072523']	GO:0006195	0
20	-0.6288088463073982	-0.29995675732353577	1.5301942845828203	-2.955899363859242	1.0986122886681098	0.00110688024418063	lymphocyte proliferation	20. lymphocyte proliferation	['GO:0046651', 'GO:0032943']	GO:0046651	0
21	0.1861845320674149	1.422017407666301	1.4519094187815456	-2.8660313827912094	1.0986122886681098	0.00136134630592121	regulation of G2/M transition of mitotic cell cycle	21. regulation of G2/M transition of mitotic cell cycle	['GO:0010389', 'GO:1902749']	GO:0010389	0
22	0.022984603014579386	1.5810723813063243	1.651296255376081	-2.8513030109769977	1.0986122886681098	0.00140830586850479	positive regulation of G2/M transition of mitotic cell cycle	22. positive regulation of G2/M transition of mitotic cell cycle	['GO:0010971', 'GO:1902751']	GO:0010971	0
23	-0.006356386077819728	0.6538530422112976	1.556470645885973	-2.834382250268893	0.6931471805599453	0.00146425848634656	phosphatidylinositol 3-kinase signaling	23. phosphatidylinositol 3-kinase signaling	['GO:0014065']	GO:0014065	0
