dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.1649289409060045	-1.4621145212099196	1.5823882802521987	-6.8980239735071445	0.6931471805599453	1.26466653463611e-07	vasculature development	1. vasculature development	['GO:0001944']	GO:0001944	0
2	-0.4187642534656629	-1.4236106295195157	1.392131659994428	-6.771471335718292	0.6931471805599453	1.69249994904324e-07	angiogenesis	2. angiogenesis	['GO:0001525']	GO:0001525	0
3	-0.27357372030727556	-1.5318530212195414	1.5071311097805506	-6.527603554985879	1.0986122886681098	2.96753906671572e-07	blood vessel development	3. blood vessel development	['GO:0001568', 'GO:0035904']	GO:0001568	0
4	-0.41637426634317304	-1.3033209636683867	1.5278432841147294	-6.166920271089469	0.6931471805599453	6.80894347575743e-07	blood vessel morphogenesis	4. blood vessel morphogenesis	['GO:0048514']	GO:0048514	0
5	-0.6009805293336211	0.17231768133697498	1.2617042868144759	-5.166628846062456	1.0986122886681098	6.81351402069911e-06	regulation of small GTPase mediated signal transduction	5. regulation of small GTPase mediated signal transduction	['GO:0051056', 'GO:0046578']	GO:0051056	0
6	1.3121373727970644	0.6836533171914594	1.2404983334797355	-4.830027753005468	0.6931471805599453	1.47901387075362e-05	actin cytoskeleton organization	6. actin cytoskeleton organization	['GO:0030036']	GO:0030036	0
7	-1.4754889884159492	0.07220575549617554	1.4076986343737088	-4.827010351150615	1.0986122886681098	1.48932558009868e-05	regulation of angiogenesis	7. regulation of angiogenesis	['GO:0045765', 'GO:1901342']	GO:0045765	0
8	-0.23585757704260246	0.665503349427599	1.1564778781065561	-4.785510186218892	1.0986122886681098	1.63866362657538e-05	small GTPase mediated signal transduction	8. small GTPase mediated signal transduction	['GO:0007264', 'GO:0007265']	GO:0007264	0
9	-1.551213245904184	0.36671652916581465	1.5040330336454157	-3.947191857492142	1.0986122886681098	0.000112929691699241	positive regulation of angiogenesis	9. positive regulation of angiogenesis	['GO:0045766', 'GO:1904018']	GO:0045766	0
10	-0.36464557493275107	1.4842516712229885	1.1830866824075787	-3.8285648636597167	1.3862943611198906	0.000148400422140331	regulation of cytoskeleton organization	10. regulation of cytoskeleton organization	['GO:0051493', 'GO:0032956', 'GO:0010638']	GO:0051493	0
11	0.7499281289133293	-0.1925271237737544	1.0838356100501314	-3.6510397413078484	1.0986122886681098	0.000223336784302884	protein dephosphorylation	11. protein dephosphorylation	['GO:0006470', 'GO:0016311']	GO:0006470	0
12	-1.2912915097515714	-0.0161652374023278	1.6184342229217987	-3.34183707211713	0.6931471805599453	0.000455158783360628	negative regulation of epithelial cell differentiation	12. negative regulation of epithelial cell differentiation	['GO:0030857']	GO:0030857	0
13	-1.14333681735073	0.018910065222986203	1.5567598067218118	-3.2695101184062625	0.6931471805599453	0.000537637906824171	regulation of blood vessel endothelial cell migration	13. regulation of blood vessel endothelial cell migration	['GO:0043535']	GO:0043535	0
14	1.1692634821747805	-0.9421602252344858	1.678440969542219	-3.124187012029824	1.3862943611198906	0.000751299306523131	response to X-ray	14. response to X-ray	['GO:0010165', 'GO:0010212', 'GO:0071479']	GO:0010165	0
15	0.4852072771691276	-0.4742302151271677	1.4518392823955184	-3.1191634767664063	1.0986122886681098	0.000760040129416686	protein localization to plasma membrane	15. protein localization to plasma membrane	['GO:0072659', 'GO:1990778']	GO:0072659	0
16	-1.0539421366769683	0.8672315714025729	1.2574361017808668	-3.0699840363583633	0.6931471805599453	0.000851169324605756	positive regulation of cell adhesion	16. positive regulation of cell adhesion	['GO:0045785']	GO:0045785	0
17	1.2371159777091767	-0.4645550742555053	1.3894635814695773	-3.0394695024083727	1.0986122886681098	0.000913125555731479	cellular response to organonitrogen compound	17. cellular response to organonitrogen compound	['GO:1901699', 'GO:0071417']	GO:0071417	0
18	-0.6698099443939486	1.5191079245944283	1.6617134490579626	-2.997561504494952	1.0986122886681098	0.00100563063617661	positive regulation of microtubule polymerization	18. positive regulation of microtubule polymerization	['GO:0031116', 'GO:0031112']	GO:0031116	0
19	-0.23703834775002655	1.506486751137609	1.4745288314802247	-2.97703536798589	1.0986122886681098	0.00105430103294146	regulation of microtubule polymerization or depolymerization	19. regulation of microtubule polymerization or depolymerization	['GO:0031110', 'GO:0031113']	GO:0031110	0
20	-0.46692408961668536	0.4283404466464702	1.2161686356828136	-2.940643701696928	0.6931471805599453	0.00114645311407552	regulation of actin filament-based process	20. regulation of actin filament-based process	['GO:0032970']	GO:0032970	0
21	-0.016438866999421296	-1.461372039109157	1.5075327209395222	-2.896541184463219	0.6931471805599453	0.00126899179931902	epithelial cell development	21. epithelial cell development	['GO:0002064']	GO:0002064	0
22	1.0339811861925214	-0.6219962625197905	1.4212504385674298	-2.8900394501429427	0.6931471805599453	0.00128813253588267	postreplication repair	22. postreplication repair	['GO:0006301']	GO:0006301	0
23	0.8645620191198341	-0.036483388556320405	0.7816183382008294	-2.8900394501429427	1.0986122886681098	0.00128813253588267	purine ribonucleoside monophosphate metabolic process	23. purine ribonucleoside monophosphate metabolic process	['GO:0009167', 'GO:0009126']	GO:0009167	0
24	-0.8308588500913413	0.7554597778048308	1.7360977915062774	-2.8894191782020178	0.6931471805599453	0.00128997359844581	positive regulation of homotypic cell-cell adhesion	24. positive regulation of homotypic cell-cell adhesion	['GO:0034112']	GO:0034112	0
25	1.0545143006812738	0.6385880051021297	1.3731196757247255	-2.680003621736787	0.6931471805599453	0.00208927870754009	cell junction organization	25. cell junction organization	['GO:0034330']	GO:0034330	0
26	-0.39025041656674697	1.3576632519592184	1.2259345070031105	-2.6736831830983068	0.6931471805599453	0.00211990703899344	regulation of supramolecular fiber organization	26. regulation of supramolecular fiber organization	['GO:1902903']	GO:1902903	0
27	0.055392914617124006	-1.531129360576477	1.5614852427881578	-2.642224510247503	0.6931471805599453	0.00227916354480933	camera-type eye development	27. camera-type eye development	['GO:0043010']	GO:0043010	0
28	0.8623958279009281	0.28940323829811476	1.588976567902017	-2.6280375353441308	0.6931471805599453	0.00235484574972949	endothelial cell proliferation	28. endothelial cell proliferation	['GO:0001935']	GO:0001935	0
29	-0.9502682225096164	0.665034272130551	1.3649380992269236	-2.616811002561069	0.6931471805599453	0.00241651222993555	positive regulation of cell cycle	29. positive regulation of cell cycle	['GO:0045787']	GO:0045787	0
30	-0.23489216379000535	0.15483015659081417	1.6299583840155818	-2.602418326506759	0.6931471805599453	0.00249793810764534	cardiac muscle cell action potential	30. cardiac muscle cell action potential	['GO:0086001']	GO:0086001	0
31	1.2913509745377942	-0.8675982057637582	1.174379958562619	-2.5963613440530104	0.6931471805599453	0.00253302021625802	response to radiation	31. response to radiation	['GO:0009314']	GO:0009314	0
32	1.151160995478149	0.005096094149708435	1.2110402769493152	-2.561320277151595	0.6931471805599453	0.00274586842330029	homophilic cell adhesion via plasma membrane adhesion molecules	32. homophilic cell adhesion via plasma membrane adhesion molecules	['GO:0007156']	GO:0007156	0
33	0.24660972918420612	-0.6475375685463409	1.7753075988931275	-2.533758471735295	0.6931471805599453	0.00292577906643004	maintenance of blood-brain barrier	33. maintenance of blood-brain barrier	['GO:0035633']	GO:0035633	0
34	1.3594309980193613	0.5793075359792881	1.477681321330275	-2.5258067842376892	0.6931471805599453	0.00297984185349827	microtubule polymerization or depolymerization	34. microtubule polymerization or depolymerization	['GO:0031109']	GO:0031109	0
35	-0.08617272234638207	0.7465464416227143	1.2000656294745728	-2.4954301160647177	0.6931471805599453	0.00319572855996772	transmembrane receptor protein tyrosine kinase signaling pathway	35. transmembrane receptor protein tyrosine kinase signaling pathway	['GO:0007169']	GO:0007169	0
