dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-1.173528126148008	0.21313469607013028	1.1671152191775092	-3.5574364111469743	0.6931471805599453	0.000277053466767638	proteasome-mediated ubiquitin-dependent protein catabolic process	1. proteasome-mediated ubiquitin-dependent protein catabolic process	['GO:0043161']	GO:0043161	0
2	0.5932392656375027	0.9711398494422627	1.4051555108716989	-3.47987579741028	1.3862943611198906	0.000331225834231758	autophagosome assembly	2. autophagosome assembly	['GO:0000045', 'GO:1905037', 'GO:0007033']	GO:0000045	0
3	-0.1383515664459901	1.1350853018911216	0.7462290377090551	-3.2490976790593464	1.791759469228055	0.000563510899886391	ribonucleoside monophosphate biosynthetic process	3. ribonucleoside monophosphate biosynthetic process	['GO:0009156', 'GO:0009161', 'GO:0009124', 'GO:0009123', 'GO:0009174']	GO:0009156	0
4	0.36685111360785455	-1.2520184979307534	1.2259345070031105	-3.246058602169088	1.0986122886681098	0.000567468028103358	regulation of supramolecular fiber organization	4. regulation of supramolecular fiber organization	['GO:1902903', 'GO:0110053']	GO:1902903	0
5	-0.9971503625140387	-0.7906207898387817	1.757834325653845	-3.2459955509041634	0.6931471805599453	0.000567550419604629	cellular response to ethanol	5. cellular response to ethanol	['GO:0071361']	GO:0071361	0
6	-0.5882930141075285	0.8887329467094742	0.4795620950512161	-3.20884874231432	0.6931471805599453	0.000618231682659645	ncRNA processing	6. ncRNA processing	['GO:0034470']	GO:0034470	0
7	0.8563499657031268	-1.2823037539871172	1.5039613304437414	-2.994702261930264	1.0986122886681098	0.00101227319777214	positive regulation of endocytosis	7. positive regulation of endocytosis	['GO:0045807', 'GO:0030100']	GO:0045807	0
8	1.0516278254398839	-0.7207121012393143	1.3969642642587699	-2.9419634890085136	1.6094379124341003	0.00114297442022708	positive regulation of cell cycle process	8. positive regulation of cell cycle process	['GO:0090068', 'GO:0045787', 'GO:1901992', 'GO:0045931']	GO:0090068	0
9	1.2548719138523425	-0.09445261099777982	1.3589591093403872	-2.9244267523840564	0.6931471805599453	0.00119007202843654	regulation of TOR signaling	9. regulation of TOR signaling	['GO:0032006']	GO:0032006	0
10	-0.9256441758750799	-0.9417078484298033	1.742023239632511	-2.796729273804518	0.6931471805599453	0.00159687428071953	response to testosterone	10. response to testosterone	['GO:0033574']	GO:0033574	0
11	1.2333257963200723	-0.49036397630589684	1.6470926373360142	-2.7102192032195855	1.0986122886681098	0.00194886069509161	positive regulation of monocyte chemotaxis	11. positive regulation of monocyte chemotaxis	['GO:0090026', 'GO:0090025']	GO:0090026	0
12	0.5147220172401884	1.1003438273987427	1.397503153251861	-2.636099584638413	1.0986122886681098	0.00231153468963376	actin polymerization or depolymerization	12. actin polymerization or depolymerization	['GO:0008154', 'GO:0007015']	GO:0008154	0
13	-0.47376708253617783	0.5657147756301331	1.4823094077920074	-2.6146856442203936	0.6931471805599453	0.00242836718637098	mitochondrial RNA metabolic process	13. mitochondrial RNA metabolic process	['GO:0000959']	GO:0000959	0
14	-1.2475387100206756	0.7608265094431829	1.3126272303711344	-2.602617546224413	0.6931471805599453	0.00249679251537041	protein polyubiquitination	14. protein polyubiquitination	['GO:0000209']	GO:0000209	0
15	0.6993041521105049	0.07185292295449355	1.6584354257888423	-2.593538926665167	0.6931471805599453	0.00254953555769123	regulation of receptor binding	15. regulation of receptor binding	['GO:1900120']	GO:1900120	0
16	-1.296011129776215	0.6633964161064985	1.3046007794166468	-2.5543803840314205	0.6931471805599453	0.00279009901618335	protein monoubiquitination	16. protein monoubiquitination	['GO:0006513']	GO:0006513	0
17	0.9757117247437456	-0.8242882107524578	1.4113215245812034	-2.5480300188942446	1.3862943611198906	0.00283119629375154	positive regulation of transcription elongation by RNA polymerase II	17. positive regulation of transcription elongation by RNA polymerase II	['GO:0032968', 'GO:0034243', 'GO:0032786']	GO:0032968	0
18	0.4190750498194886	-0.4008834152275895	1.4781322210925805	-2.5351502279418403	0.6931471805599453	0.00291641801370378	intrinsic apoptotic signaling pathway	18. intrinsic apoptotic signaling pathway	['GO:0097193']	GO:0097193	0
19	-0.6974965099311942	0.10001703998924977	1.5597857598157443	-2.499079009743165	0.6931471805599453	0.00316899088668029	mitochondrial gene expression	19. mitochondrial gene expression	['GO:0140053']	GO:0140053	0
20	0.5938783214813138	-0.25239114777913185	1.4342330182337408	-2.496574025861788	0.6931471805599453	0.00318732224761875	TOR signaling	20. TOR signaling	['GO:0031929']	GO:0031929	0
21	-0.3934516417751942	1.0559329086139198	1.5914608461193416	-2.487707247440384	0.6931471805599453	0.00325306508602921	long-chain fatty-acyl-CoA metabolic process	21. long-chain fatty-acyl-CoA metabolic process	['GO:0035336']	GO:0035336	0
22	0.27312514196778376	-1.250596649978607	1.3010159129117167	-2.4625194539516637	1.0986122886681098	0.00344731164208829	regulation of protein depolymerization	22. regulation of protein depolymerization	['GO:0043244', 'GO:1901879']	GO:1901879	0
