dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.3625981695873681	-0.32239695668333807	1.061745829264701	-22.06283504890787	1.0986122886681098	8.65296508034062e-23	chromosome segregation	1. chromosome segregation	['GO:0007059', 'GO:0098813']	GO:0007059	0
2	-0.07506359635727225	0.9124404298598242	1.4404407277943374	-15.4758232825364	1.0986122886681098	3.34331053997024e-16	nuclear division	2. nuclear division	['GO:0000280', 'GO:0140014']	GO:0000280	0
3	1.4119452562922021	-0.09464214666172142	1.4130955456318879	-12.893014842899799	1.0986122886681098	1.27933757943895e-13	mitotic cell cycle phase transition	3. mitotic cell cycle phase transition	['GO:0044772', 'GO:0007093']	GO:0044772	0
4	1.278281702007997	0.5304987126030694	1.57631882406106	-12.398311226075714	1.0986122886681098	3.99658242217204e-13	mitotic sister chromatid segregation	4. mitotic sister chromatid segregation	['GO:0000070', 'GO:0000819']	GO:0000070	0
5	-1.6323993908543712	0.5908679429876152	1.3969642642587699	-9.798892033634875	1.6094379124341003	1.58894171318054e-10	positive regulation of cell cycle process	5. positive regulation of cell cycle process	['GO:0090068', 'GO:0045787', 'GO:1901987', 'GO:0000075']	GO:0090068	0
6	-0.3395118312114832	-1.276387775933123	1.1142688991975194	-9.541549125537355	1.3862943611198906	2.87376250748532e-10	DNA-templated DNA replication	6. DNA-templated DNA replication	['GO:0006261', 'GO:0033260', 'GO:0006260']	GO:0006261	0
7	-1.638840027027674	0.7053682446969638	1.2747859011520375	-9.228006697955557	2.0794415416798357	5.91552510819902e-10	negative regulation of cell cycle process	7. negative regulation of cell cycle process	['GO:0010948', 'GO:1901988', 'GO:0045786', 'GO:0045930', 'GO:0045841', 'GO:0071173', 'GO:0031577']	GO:0010948	0
8	1.3295813961445742	-0.033656292626269686	1.4642452255253928	-8.424971425101955	1.3862943611198906	3.75862133750304e-09	mitotic cytokinesis	8. mitotic cytokinesis	['GO:0000281', 'GO:0061640', 'GO:0000910']	GO:0000281	0
9	0.9760929273184696	-0.41364948416478275	1.4284564966027316	-8.299423716089352	0.6931471805599453	5.0185272182403e-09	attachment of spindle microtubules to kinetochore	9. attachment of spindle microtubules to kinetochore	['GO:0008608']	GO:0008608	0
10	-1.422273088495088	0.8264986349428256	1.6034227544261221	-8.169761825235565	0.6931471805599453	6.76453852925343e-09	regulation of attachment of spindle microtubules to kinetochore	10. regulation of attachment of spindle microtubules to kinetochore	['GO:0051988']	GO:0051988	0
11	1.3737544353419915	0.4455287785024657	1.4544898427189332	-8.138048107820639	1.3862943611198906	7.27699191122063e-09	mitotic spindle organization	11. mitotic spindle organization	['GO:1902850', 'GO:0007052', 'GO:0007051']	GO:0007052	0
12	-1.5954506459967999	0.7746890051343333	1.3095347995794224	-7.984076320681393	2.302585092994046	1.03734610192365e-08	regulation of mitotic cell cycle phase transition	12. regulation of mitotic cell cycle phase transition	['GO:1901990', 'GO:1901991', 'GO:0007094', 'GO:0071174', 'GO:1902100', 'GO:0051983', 'GO:0033046', 'GO:0007088', 'GO:0051783']	GO:1901990	0
13	-0.05709296763635735	1.1362387610976232	1.5796705856529698	-7.359821022980913	1.0986122886681098	4.36695761772348e-08	centromere complex assembly	13. centromere complex assembly	['GO:0034508', 'GO:0065004']	GO:0034508	0
14	0.11957675345791097	1.1955212411009446	1.2770678030453555	-7.345737102812309	0.6931471805599453	4.51089685958751e-08	DNA unwinding involved in DNA replication	14. DNA unwinding involved in DNA replication	['GO:0006268']	GO:0006268	0
15	-0.6099896325988396	-1.2121906357597216	0.6399154247834917	-7.008231618724256	0.6931471805599453	9.81224495014062e-08	DNA recombination	15. DNA recombination	['GO:0006310']	GO:0006310	0
16	-0.902846242010452	0.14517618707838806	1.3465024132280343	-6.908852590784297	0.6931471805599453	1.23352344750097e-07	Ras protein signal transduction	16. Ras protein signal transduction	['GO:0007265']	GO:0007265	0
17	-0.7985210847658305	-1.0529053131012387	1.5394939090573196	-6.620126170095071	0.6931471805599453	2.39813611758594e-07	double-strand break repair via break-induced replication	17. double-strand break repair via break-induced replication	['GO:0000727']	GO:0000727	0
18	1.006748819956191	-0.1901052416778718	1.364977973014252	-6.439854069434017	0.6931471805599453	3.63200075866482e-07	chromosome separation	18. chromosome separation	['GO:0051304']	GO:0051304	0
19	1.1678763527370986	-0.3795465608962567	1.270735996974212	-6.414407469580735	0.6931471805599453	3.85116858614156e-07	meiotic cell cycle process	19. meiotic cell cycle process	['GO:1903046']	GO:1903046	0
20	-0.5925973859628061	-0.8526806871531095	1.184533570559472	-6.38333625640678	0.6931471805599453	4.13679255909396e-07	DNA replication initiation	20. DNA replication initiation	['GO:0006270']	GO:0006270	0
21	-1.2267097269372795	-0.518269772205202	1.5099531059516915	-6.376791932537771	0.6931471805599453	4.19960135778762e-07	chromosome localization	21. chromosome localization	['GO:0050000']	GO:0050000	0
22	0.8648398070104516	-0.9163970711414191	1.7722122555159143	-6.360904667213761	0.6931471805599453	4.35607484197169e-07	mitotic DNA replication	22. mitotic DNA replication	['GO:1902969']	GO:1902969	0
