Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0055091	GO:0055091	phospholipid homeostasis	9.761e-06	0.000e+00	5.363e+00	4.336e-06
GO:0060541	GO:0060541	respiratory system development	1.681e-05	0.000e+00	5.282e+00	5.220e-06
GO:0030324	GO:0030324	lung development	3.939e-05	0.000e+00	4.820e+00	1.513e-05
GO:0030323	GO:0030323	respiratory tube development	4.654e-05	0.000e+00	5.647e+00	2.254e-06
GO:0006493	GO:0006493	protein O-linked glycosylation	9.867e-05	0.000e+00	3.569e+00	2.696e-04
GO:0071679	GO:0071679	commissural neuron axon guidance	1.054e-04	0.000e+00	5.643e+00	2.274e-06
GO:0006656	GO:0006656	phosphatidylcholine biosynthetic process	1.165e-04	0.000e+00	4.069e+00	8.530e-05
GO:0043129	GO:0043129	surfactant homeostasis	2.833e-04	0.000e+00	5.489e+00	3.241e-06
GO:0048846	GO:0048846	axon extension involved in axon guidance	3.066e-04	0.000e+00	5.634e+00	2.321e-06
GO:0048846	GO:1902284	neuron projection extension involved in neuron projection guidance	3.066e-04	0.000e+00	5.634e+00	2.321e-06
GO:1903311	GO:1903311	regulation of mRNA metabolic process	3.285e-04	0.000e+00	3.107e+00	7.818e-04
GO:1903311	GO:0050684	regulation of mRNA processing	1.413e-03	0.000e+00	3.298e+00	5.031e-04
GO:0006544	GO:0006544	glycine metabolic process	3.464e-04	0.000e+00	2.789e+00	1.627e-03
GO:0044539	GO:0044539	long-chain fatty acid import into cell	3.464e-04	0.000e+00	5.502e+00	3.147e-06
GO:0044539	GO:0140354	lipid import into cell	4.983e-04	0.000e+00	5.428e+00	3.735e-06
GO:0006730	GO:0006730	one-carbon metabolic process	3.767e-04	0.000e+00	2.576e+00	2.655e-03
GO:0043618	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	3.767e-04	0.000e+00	4.884e+00	1.306e-05
GO:0043618	GO:0043620	regulation of DNA-templated transcription in response to stress	6.008e-04	0.000e+00	4.854e+00	1.401e-05
GO:0006869	GO:0006869	lipid transport	4.227e-04	0.000e+00	2.829e+00	1.483e-03
GO:0046653	GO:0046653	tetrahydrofolate metabolic process	4.983e-04	0.000e+00	2.739e+00	1.823e-03
GO:0046653	GO:0046655	folic acid metabolic process	2.833e-04	0.000e+00	3.278e+00	5.277e-04
GO:0046653	GO:0006760	folic acid-containing compound metabolic process	1.685e-03	0.000e+00	2.428e+00	3.729e-03
GO:0048486	GO:0048486	parasympathetic nervous system development	4.983e-04	0.000e+00	6.505e+00	3.124e-07
GO:0071526	GO:0071526	semaphorin-plexin signaling pathway	6.008e-04	0.000e+00	4.095e+00	8.031e-05
GO:1905521	GO:1905521	regulation of macrophage migration	6.008e-04	0.000e+00	5.187e+00	6.506e-06
GO:1905521	GO:0010758	regulation of macrophage chemotaxis	1.875e-03	0.000e+00	5.373e+00	4.239e-06
GO:1905521	GO:1905523	positive regulation of macrophage migration	1.508e-03	0.000e+00	5.405e+00	3.940e-06
GO:0051604	GO:0051604	protein maturation	6.453e-04	0.000e+00	2.550e+00	2.818e-03
GO:0048485	GO:0048485	sympathetic nervous system development	9.164e-04	0.000e+00	5.581e+00	2.627e-06
GO:0010876	GO:0010876	lipid localization	1.071e-03	0.000e+00	6.587e+00	2.586e-07
GO:0015850	GO:0015850	organic hydroxy compound transport	1.080e-03	0.000e+00	3.291e+00	5.115e-04
GO:0032370	GO:0032370	positive regulation of lipid transport	1.089e-03	0.000e+00	4.808e+00	1.554e-05
GO:0007411	GO:0007411	axon guidance	1.129e-03	0.000e+00	3.733e+00	1.849e-04
GO:0007411	GO:0097485	neuron projection guidance	1.161e-03	0.000e+00	3.728e+00	1.871e-04
GO:0001503	GO:0001503	ossification	1.158e-03	0.000e+00	4.395e+00	4.026e-05
GO:0006997	GO:0006997	nucleus organization	1.262e-03	0.000e+00	4.398e+00	4.003e-05
GO:0048010	GO:0048010	vascular endothelial growth factor receptor signaling pathway	1.600e-03	0.000e+00	4.786e+00	1.635e-05
GO:0002690	GO:0002688	regulation of leukocyte chemotaxis	8.120e-04	0.000e+00	4.578e+00	2.640e-05
GO:0002690	GO:0002690	positive regulation of leukocyte chemotaxis	1.606e-03	0.000e+00	4.688e+00	2.051e-05
GO:0002690	GO:0050920	regulation of chemotaxis	9.030e-04	0.000e+00	4.114e+00	7.696e-05
GO:0002690	GO:0002687	positive regulation of leukocyte migration	1.948e-03	0.000e+00	4.479e+00	3.315e-05
GO:0014033	GO:0048863	stem cell differentiation	1.551e-03	0.000e+00	4.669e+00	2.141e-05
GO:0014033	GO:0014033	neural crest cell differentiation	1.606e-03	0.000e+00	5.515e+00	3.057e-06
GO:0014065	GO:0014065	phosphatidylinositol 3-kinase signaling	1.694e-03	0.000e+00	4.742e+00	1.811e-05
GO:0014065	GO:0048015	phosphatidylinositol-mediated signaling	9.638e-04	0.000e+00	3.839e+00	1.448e-04
GO:0014065	GO:0048017	inositol lipid-mediated signaling	1.099e-03	0.000e+00	3.778e+00	1.667e-04
GO:0001755	GO:0001755	neural crest cell migration	1.818e-03	0.000e+00	4.722e+00	1.898e-05
GO:1905517	GO:0097529	myeloid leukocyte migration	1.161e-03	0.000e+00	4.643e+00	2.278e-05
GO:1905517	GO:1905517	macrophage migration	1.818e-03	0.000e+00	5.490e+00	3.238e-06
